V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
13263.0,83734.0,10466.0,3108.0,3048.0,2145.0,2681.0,2057.0,1441.0,1156.0,924.0,2243.0
3402.0,2461.0,6912.0,5964.0,6018.0,8076.0,9567.0,5264.0,3598.0,2733.0,1294.0,2769.0
372.0,3762.0,13328.0,3858.0,1768.0,755.0,579.0,291.0,227.0,199.0,85.0,211.0
16118.0,13743.0,20194.0,11957.0,11270.0,10858.0,15281.0,10445.0,8463.0,6310.0,5361.0,10162.0
26.0,10.0,57.0,124.0,193.0,899.0,2005.0,895.0,329.0,116.0,37.0,131.0
4882.0,1267.0,1563.0,851.0,790.0,857.0,1150.0,778.0,611.0,551.0,379.0,752.0
175.0,168.0,375.0,452.0,705.0,1758.0,5106.0,12629.0,22572.0,32543.0,14155.0,28490.0
2453.0,2059.0,3047.0,1838.0,1709.0,1663.0,2259.0,1653.0,1259.0,995.0,760.0,1568.0
10577.0,3911.0,5375.0,4226.0,4713.0,6806.0,8743.0,7027.0,5713.0,4962.0,2912.0,5944.0
29959.0,25034.0,36551.0,21683.0,21016.0,20515.0,27811.0,19853.0,15287.0,11552.0,9812.0,18868.0
24561.0,6384.0,8139.0,4243.0,3944.0,4479.0,5930.0,3798.0,3214.0,3020.0,1970.0,4128.0
25596.0,21141.0,43486.0,23860.0,23800.0,33728.0,42713.0,38928.0,42112.0,50633.0,31486.0,64449.0
807.0,571.0,1982.0,2707.0,3691.0,6288.0,6763.0,2377.0,1392.0,1100.0,501.0,1111.0
7574.0,3490.0,7278.0,4120.0,3324.0,3178.0,3494.0,2260.0,1681.0,1278.0,819.0,1585.0
5834.0,4276.0,11632.0,9674.0,9878.0,13466.0,15909.0,8618.0,6194.0,4627.0,2176.0,4632.0
5354.0,2002.0,2857.0,2241.0,2464.0,3622.0,4714.0,3750.0,2972.0,2625.0,1480.0,3145.0
4135.0,1460.0,3140.0,4704.0,6877.0,15602.0,21384.0,17695.0,13789.0,11454.0,4728.0,9823.0
6808.0,5742.0,11577.0,6608.0,6389.0,9257.0,11642.0,10492.0,11338.0,13785.0,8501.0,17439.0
21.0,28.0,39.0,19.0,20.0,17.0,28.0,14.0,13.0,12.0,11.0,12.0
0.8625072207113259,0.554807304454742,0.2535609158359903,0.3680572048422537,0.31965628343227415,0.22364139558037788,1.0,3.0,2.0,0.2372783206116622,2.0,2.0
0.25541532481247775,0.2835682104684121,2.0,2.0,0.3954815527659479,1.0,1.0,1.0,0.38738186966685495,0.7732691598353033,0.8612072230118251,0.1817197828870858
1.0,0.9683057191596092,3.0,0.3522550235744092,2.0,0.008036866433967615,1.0,0.4970402739452686,0.8139986393733378,0.895924445101275,1.0,2.0
6.0,5.0,2.0,3.0,8.0,10.0,14.0,8.0,5.0,8.0,8.0,14.0
30989.0,36775.0,81512.0,38931.0,30564.0,27108.0,32090.0,20768.0,15190.0,10217.0,9215.0,17134.0
7013.0,2595.0,3636.0,2938.0,3210.0,4540.0,6070.0,4513.0,3816.0,3356.0,1915.0,3993.0
834.0,313.0,647.0,1011.0,1406.0,3324.0,4516.0,3760.0,2920.0,2461.0,1027.0,2022.0
25935.0,21841.0,32099.0,18910.0,18187.0,17747.0,24092.0,16924.0,13501.0,10114.0,8720.0,16376.0
3034.0,2845.0,7016.0,7563.0,12005.0,31541.0,90599.0,228410.0,401541.0,576653.0,251974.0,511463.0
1017.0,270.0,370.0,311.0,348.0,598.0,947.0,991.0,1305.0,2274.0,2062.0,4198.0
10676.0,11746.0,29127.0,16353.0,14558.0,15084.0,19630.0,14268.0,11609.0,10122.0,5587.0,11340.0
29100.0,20819.0,57714.0,49223.0,48935.0,67542.0,80086.0,43376.0,30037.0,23299.0,11086.0,23264.0
46.0,86.0,375.0,248.0,180.0,162.0,196.0,68.0,55.0,34.0,23.0,40.0
3044.0,3129.0,12947.0,13397.0,14175.0,17944.0,31355.0,23243.0,15769.0,11908.0,4801.0,10056.0
5457.0,4763.0,6721.0,4054.0,3920.0,3924.0,5204.0,3642.0,2873.0,2117.0,1851.0,3517.0
52916.0,57472.0,140679.0,78745.0,70205.0,74298.0,96512.0,69795.0,56543.0,49578.0,27737.0,54696.0
1238.0,2856.0,12570.0,8606.0,6581.0,5690.0,6131.0,2623.0,1684.0,1388.0,617.0,1268.0
1705.0,1399.0,2063.0,1203.0,1213.0,1211.0,1526.0,1067.0,843.0,625.0,537.0,1071.0
1734.0,1277.0,3553.0,2960.0,3016.0,4170.0,4856.0,2703.0,1863.0,1380.0,655.0,1415.0
817.0,1864.0,8292.0,5664.0,4315.0,3716.0,4028.0,1668.0,1055.0,913.0,354.0,789.0
15824.0,5794.0,8392.0,6413.0,7102.0,10332.0,13516.0,10399.0,8591.0,7679.0,4508.0,9021.0
1891.0,2213.0,5081.0,2874.0,3123.0,4144.0,5573.0,2323.0,2525.0,2450.0,1808.0,4066.0
1147.0,475.0,918.0,781.0,871.0,1727.0,2836.0,3248.0,3760.0,4901.0,2427.0,4752.0
2811.0,753.0,946.0,497.0,479.0,482.0,667.0,440.0,326.0,341.0,221.0,449.0
9066.0,10567.0,23434.0,11049.0,8938.0,7811.0,9417.0,5911.0,4442.0,2964.0,2674.0,5049.0
3.0,0.7161216413172335,5.0,3.0,2.0,0.03455908541361674,2.0,0.48624802782278176,2.0,1.0,0.839934804001555,0.5615770283430318
0.9981789148922537,0.023963008026190558,0.8239314417084873,0.06368770242701327,0.3724196398569387,0.30271859232619247,0.3838396627233407,2.0,3.0,2.0,0.5758005644726096,3.0
19.0,14.0,46.0,17.0,19.0,17.0,25.0,18.0,13.0,13.0,9.0,15.0
0.7748006003694868,0.7871282907015628,0.2548021280613383,0.35369788623384146,0.6784034041227623,0.2263666442807878,0.343955462209403,1.0,0.8310067588427861,0.42083109349384984,1.0,2.0
1.0,0.609855238692207,0.4301638090750194,1.0,0.9681125168327401,2.0,2.0,3.0,1.0,4.0,1.0,2.0
0.4711030089664723,0.7080462404627641,0.25951642202937086,1.0,0.09400257258066791,1.0,1.0,5.0,12.0,29.0,6.0,29.0
23202.0,10432.0,21683.0,12561.0,9969.0,10006.0,11027.0,7048.0,5059.0,4127.0,2391.0,4928.0
7168.0,8373.0,18569.0,9024.0,7169.0,6310.0,7403.0,4776.0,3566.0,2357.0,2148.0,3899.0
12898.0,4781.0,6982.0,5363.0,5920.0,8427.0,11045.0,8578.0,7221.0,6378.0,3593.0,7515.0
3092.0,2689.0,3870.0,2217.0,2194.0,2141.0,2854.0,2041.0,1511.0,1242.0,1009.0,1976.0
70937.0,4698.0,3010.0,1003.0,1203.0,1148.0,1361.0,1505.0,992.0,1315.0,754.0,1539.0
2293.0,1652.0,4641.0,3898.0,4151.0,5455.0,6355.0,3434.0,2326.0,1839.0,900.0,1939.0
3579.0,3991.0,9565.0,5375.0,4908.0,4886.0,6713.0,4808.0,3866.0,3484.0,1926.0,3701.0
38167.0,39387.0,120474.0,54940.0,35604.0,25250.0,26022.0,15055.0,10892.0,7402.0,6074.0,11924.0
168355.0,75901.0,157793.0,90665.0,74363.0,71106.0,80136.0,51437.0,36660.0,29694.0,17016.0,35380.0
3942.0,3218.0,6725.0,3738.0,3632.0,5182.0,6679.0,6098.0,6660.0,7934.0,4794.0,9978.0
26543.0,6866.0,10012.0,7112.0,8830.0,16885.0,24727.0,27028.0,36059.0,60536.0,53207.0,112180.0
10652.0,11030.0,33483.0,15511.0,10054.0,7113.0,7336.0,4178.0,3000.0,2109.0,1692.0,3217.0
30007.0,31112.0,95227.0,43225.0,28464.0,20129.0,20684.0,11879.0,8679.0,5948.0,4858.0,9251.0
12540.0,14123.0,40005.0,24056.0,20689.0,22431.0,24045.0,14643.0,10059.0,7989.0,4884.0,9500.0
8368.0,9106.0,22875.0,12588.0,11154.0,11583.0,15504.0,11082.0,9032.0,7923.0,4471.0,8846.0
38604.0,42745.0,121682.0,73640.0,62356.0,68945.0,74022.0,44072.0,30931.0,23786.0,14948.0,28258.0
40.0,14.0,42.0,33.0,80.0,126.0,217.0,1281.0,8586.0,21036.0,2490.0,5052.0
4265.0,4493.0,13463.0,6161.0,4070.0,2876.0,2971.0,1729.0,1154.0,835.0,675.0,1288.0
30.0,10.0,18.0,14.0,23.0,51.0,78.0,112.0,97.0,146.0,65.0,119.0
1146.0,1307.0,3603.0,2200.0,1791.0,2122.0,2234.0,1262.0,965.0,691.0,420.0,823.0
19.0,10.0,35.0,37.0,58.0,146.0,439.0,1011.0,1953.0,2699.0,1203.0,2406.0
3719.0,3173.0,4590.0,2742.0,2642.0,2544.0,3441.0,2466.0,1959.0,1432.0,1256.0,2312.0
430.0,355.0,919.0,2400.0,4088.0,16888.0,37386.0,17340.0,5886.0,2435.0,786.0,2224.0
194.0,1943.0,6833.0,1983.0,883.0,454.0,323.0,139.0,121.0,115.0,39.0,103.0
427.0,313.0,778.0,1254.0,1860.0,6553.0,34793.0,139131.0,45014.0,5465.0,748.0,1733.0
12537.0,4645.0,6677.0,5121.0,5695.0,8257.0,10683.0,8289.0,6862.0,5901.0,3468.0,7205.0
2708.0,2214.0,4571.0,2591.0,2482.0,3574.0,4508.0,4089.0,4468.0,5435.0,3305.0,6899.0
2899.0,2080.0,5884.0,4891.0,4919.0,6696.0,7980.0,4341.0,2995.0,2359.0,1043.0,2297.0
22745.0,23669.0,72218.0,32842.0,21469.0,15359.0,15504.0,9234.0,6664.0,4471.0,3489.0,6847.0
6511.0,5407.0,10959.0,6148.0,5904.0,8644.0,11115.0,10102.0,10701.0,13244.0,8154.0,16617.0
6352.0,7431.0,17859.0,10255.0,10817.0,13764.0,18829.0,7971.0,8664.0,8195.0,6128.0,13707.0
9.0,9.0,10.0,10.0,13.0,26.0,42.0,90.0,269.0,949.0,1150.0,2259.0
1332.0,2811.0,12907.0,8721.0,6732.0,5751.0,6282.0,2747.0,1654.0,1393.0,572.0,1326.0
1363.0,1140.0,2480.0,1324.0,1351.0,1869.0,2378.0,2131.0,2417.0,2781.0,1805.0,3631.0
3115.0,3417.0,8550.0,4624.0,4226.0,4492.0,5701.0,4177.0,3450.0,3046.0,1621.0,3215.0
22.0,33.0,85.0,86.0,113.0,368.0,921.0,2390.0,4221.0,6002.0,2607.0,5484.0
1290.0,2745.0,12694.0,8530.0,6616.0,5717.0,6269.0,2692.0,1655.0,1274.0,614.0,1327.0
2607.0,1903.0,5272.0,4481.0,4540.0,6213.0,7333.0,3897.0,2767.0,2168.0,984.0,2019.0
3334.0,7125.0,32294.0,22363.0,16893.0,14518.0,15992.0,6864.0,4222.0,3399.0,1514.0,3279.0
12685.0,10844.0,15798.0,9167.0,8824.0,8735.0,11919.0,8331.0,6466.0,4956.0,4210.0,7973.0
18.0,7.0,8.0,8.0,9.0,12.0,28.0,31.0,39.0,51.0,50.0,112.0
33.0,5.0,32.0,43.0,58.0,135.0,172.0,144.0,107.0,84.0,47.0,81.0
7788.0,3510.0,7489.0,4271.0,3361.0,3358.0,3764.0,2453.0,1691.0,1334.0,771.0,1659.0
18231.0,8239.0,17104.0,9894.0,8106.0,7572.0,8717.0,5489.0,4027.0,3220.0,1902.0,3881.0
11.0,8.0,16.0,9.0,28.0,34.0,71.0,441.0,2608.0,6401.0,772.0,1485.0
16.0,8.0,12.0,32.0,46.0,85.0,127.0,107.0,85.0,37.0,38.0,64.0
3848.0,3184.0,4545.0,2715.0,2592.0,2598.0,3478.0,2420.0,1894.0,1387.0,1230.0,2322.0
11.0,8.0,21.0,17.0,44.0,100.0,265.0,683.0,1197.0,1798.0,820.0,1610.0
2245.0,1105.0,2645.0,2727.0,3769.0,7510.0,10601.0,6306.0,6078.0,7011.0,5442.0,12339.0
18219.0,19844.0,48591.0,27113.0,24308.0,25238.0,33558.0,23677.0,19541.0,17227.0,9455.0,18692.0
14255.0,15727.0,44924.0,27246.0,23177.0,25888.0,27432.0,15968.0,11300.0,8950.0,5455.0,10639.0
3010.0,3290.0,9564.0,5703.0,4866.0,5369.0,5776.0,3557.0,2392.0,1858.0,1160.0,2226.0
3874.0,4506.0,10672.0,6900.0,7140.0,10666.0,9555.0,8550.0,6993.0,7305.0,4120.0,7428.0
33356.0,24241.0,66342.0,56103.0,56544.0,77761.0,92299.0,49548.0,34862.0,26590.0,12684.0,26500.0
9.0,2.0,11.0,13.0,16.0,21.0,52.0,350.0,2399.0,6146.0,786.0,1465.0
3.0,6.0,23.0,17.0,16.0,19.0,15.0,27.0,18.0,11.0,8.0,14.0
897605.0,978420.0,2409446.0,1345395.0,1202531.0,1258052.0,1647318.0,1194066.0,965013.0,854154.0,470917.0,938834.0
155.0,189.0,720.0,737.0,824.0,1002.0,1802.0,1291.0,933.0,669.0,268.0,585.0
461611.0,501938.0,1236311.0,688704.0,615478.0,646800.0,846529.0,612385.0,494027.0,438291.0,241295.0,483065.0
38.0,39.0,107.0,172.0,221.0,371.0,407.0,142.0,87.0,65.0,34.0,65.0
12477.0,4664.0,6738.0,5047.0,5911.0,8073.0,10725.0,8345.0,6809.0,6115.0,3554.0,7246.0
1.0,0.6151944707628239,2.0,2.0,2.0,6.0,39.0,79.0,160.0,271.0,105.0,220.0
1248.0,1501.0,3378.0,1962.0,2060.0,2589.0,3562.0,1531.0,1671.0,1561.0,1238.0,2709.0
11709.0,9963.0,14513.0,8471.0,8274.0,8058.0,10820.0,7733.0,6008.0,4526.0,3947.0,7436.0
39.0,30.0,38.0,20.0,61.0,122.0,210.0,1305.0,8664.0,21249.0,2558.0,5261.0
4185.0,2115.0,4736.0,5132.0,7247.0,13952.0,20122.0,11887.0,11387.0,13314.0,10303.0,23030.0
13948.0,10091.0,28196.0,23578.0,23940.0,32906.0,38420.0,21088.0,14506.0,11040.0,5326.0,11141.0
1152.0,2438.0,11528.0,7796.0,5928.0,5141.0,5650.0,2361.0,1473.0,1209.0,519.0,1196.0
1227.0,2733.0,12278.0,8280.0,6472.0,5521.0,6088.0,2632.0,1588.0,1218.0,590.0,1207.0
9100.0,9796.0,24015.0,13466.0,12080.0,12414.0,16420.0,11958.0,9620.0,8672.0,4643.0,9423.0
32589.0,8388.0,12280.0,8737.0,10984.0,20259.0,30412.0,32842.0,44012.0,73696.0,64757.0,137226.0
28247.0,33339.0,74191.0,35503.0,27963.0,24278.0,29186.0,18667.0,13938.0,9503.0,8554.0,15383.0
3413.0,3495.0,10396.0,4804.0,3152.0,2160.0,2327.0,1409.0,972.0,626.0,534.0,1066.0
343.0,774.0,3670.0,2478.0,1997.0,1624.0,1818.0,716.0,465.0,358.0,168.0,365.0
80.0,47.0,98.0,99.0,127.0,297.0,352.0,218.0,208.0,238.0,195.0,459.0
82.0,79.0,275.0,112.0,86.0,57.0,46.0,35.0,15.0,11.0,15.0,27.0
1775.0,11277.0,1400.0,411.0,394.0,303.0,366.0,268.0,205.0,170.0,113.0,312.0
13495.0,14881.0,36089.0,20323.0,18086.0,18916.0,24882.0,17932.0,14449.0,12774.0,7224.0,13971.0
33431.0,2234.0,1412.0,477.0,567.0,528.0,643.0,680.0,500.0,614.0,376.0,793.0
3680.0,3938.0,11322.0,6951.0,5811.0,6387.0,6870.0,3939.0,2758.0,2327.0,1345.0,2656.0
1369.0,1582.0,3610.0,1774.0,1423.0,1162.0,1375.0,903.0,716.0,445.0,431.0,766.0
319.0,202.0,767.0,1091.0,1497.0,2532.0,2718.0,1040.0,573.0,465.0,212.0,457.0
5532.0,5627.0,17316.0,7943.0,5295.0,3789.0,3743.0,2173.0,1559.0,1055.0,901.0,1740.0
26.0,18.0,59.0,87.0,128.0,409.0,2237.0,8993.0,2879.0,338.0,31.0,103.0
767.0,767.0,2991.0,3119.0,3294.0,4235.0,7299.0,5389.0,3686.0,2748.0,1098.0,2410.0
11497.0,12623.0,30814.0,17218.0,15534.0,15972.0,21160.0,15544.0,12287.0,10956.0,6007.0,12063.0
4194.0,4465.0,17817.0,19112.0,20064.0,25048.0,43273.0,32174.0,21800.0,16531.0,6778.0,14020.0
13530.0,4676.0,10400.0,15688.0,23140.0,52701.0,72033.0,59692.0,46090.0,38117.0,15979.0,32957.0
48.0,28.0,102.0,152.0,194.0,322.0,332.0,145.0,82.0,54.0,31.0,47.0
9.0,10.0,48.0,42.0,24.0,21.0,16.0,20.0,6.0,3.0,0.8708477495489965,3.0
12.0,7.0,14.0,15.0,19.0,55.0,90.0,65.0,55.0,47.0,24.0,38.0
3087.0,6479.0,30160.0,20554.0,15500.0,13495.0,14519.0,6237.0,3834.0,3171.0,1340.0,3001.0
8008.0,8698.0,25097.0,15055.0,12929.0,14088.0,15351.0,9110.0,6353.0,4970.0,3126.0,5750.0
7213.0,7711.0,18873.0,10447.0,9511.0,10014.0,12987.0,9402.0,7532.0,6715.0,3695.0,7422.0
26250.0,11354.0,22102.0,18114.0,20626.0,40137.0,66074.0,79367.0,89735.0,112431.0,55358.0,112656.0
10147.0,8713.0,12729.0,7520.0,7152.0,7252.0,9585.0,6683.0,5348.0,3911.0,3444.0,6579.0
3439.0,2908.0,5958.0,3418.0,3223.0,4627.0,5958.0,5542.0,5670.0,6961.0,4302.0,8827.0
4.0,2.0,2.0,6.0,6.0,6.0,14.0,29.0,63.0,236.0,261.0,541.0
13899.0,5248.0,7528.0,5718.0,6217.0,9163.0,11827.0,9357.0,7732.0,6729.0,3914.0,8030.0
7785.0,6256.0,12876.0,7334.0,7065.0,10118.0,12887.0,11793.0,12756.0,15165.0,9157.0,19126.0
562.0,573.0,2481.0,2468.0,2712.0,3448.0,5990.0,4351.0,3023.0,2238.0,864.0,1873.0
1038.0,75.0,48.0,17.0,18.0,18.0,15.0,14.0,15.0,16.0,13.0,26.0
2730.0,3045.0,8688.0,5230.0,4410.0,4851.0,5313.0,3152.0,2269.0,1805.0,1027.0,2055.0
8101.0,543.0,343.0,127.0,135.0,125.0,180.0,155.0,121.0,148.0,86.0,182.0
30337.0,2055.0,1246.0,396.0,521.0,479.0,646.0,621.0,407.0,581.0,326.0,680.0
136.0,144.0,278.0,179.0,185.0,330.0,303.0,244.0,186.0,237.0,127.0,219.0
48.0,14.0,35.0,56.0,81.0,357.0,743.0,1323.0,1196.0,753.0,177.0,314.0
49293.0,13281.0,16553.0,8696.0,8186.0,9021.0,11507.0,7727.0,6536.0,5989.0,3995.0,8196.0
21603.0,25480.0,56729.0,27062.0,21513.0,18737.0,22234.0,14638.0,10365.0,7311.0,6365.0,11868.0
8752.0,19257.0,87804.0,60052.0,45406.0,39536.0,43111.0,18643.0,11335.0,9322.0,4085.0,8891.0
1981.0,13010.0,1481.0,455.0,414.0,313.0,388.0,319.0,205.0,176.0,125.0,340.0
428.0,257.0,390.0,361.0,794.0,1662.0,4337.0,36323.0,91621.0,38402.0,1970.0,4414.0
7538.0,6465.0,9131.0,5607.0,5380.0,5280.0,7054.0,5135.0,3989.0,2992.0,2520.0,4851.0
318.0,146.0,408.0,639.0,890.0,3564.0,6957.0,12599.0,11709.0,7291.0,1618.0,3176.0
722.0,806.0,2287.0,1350.0,1135.0,1307.0,1407.0,817.0,594.0,424.0,275.0,526.0
2847.0,3175.0,7756.0,4322.0,3923.0,4098.0,5442.0,3937.0,3185.0,2723.0,1487.0,3086.0
20875.0,21594.0,66181.0,30137.0,19625.0,13968.0,14510.0,8386.0,6043.0,4094.0,3326.0,6566.0
8004.0,2961.0,4242.0,3330.0,3666.0,5179.0,6798.0,5309.0,4403.0,3905.0,2323.0,4640.0
463.0,522.0,2128.0,2169.0,2265.0,2871.0,5109.0,3784.0,2553.0,1935.0,734.0,1684.0
