V1,V2,V3,V4
190.0,243.0,155.0,194.0
42.0,8.0,33.0,11.0
11.0,27.0,9.0,13.0
126.0,104.0,93.0,74.0
43.0,15.0,22.0,9.0
172.0,87.0,162.0,49.0
163.0,50.0,144.0,26.0
543.0,524.0,425.0,377.0
56.0,33.0,44.0,29.0
42.0,80.0,31.0,69.0
10.0,20.0,10.0,13.0
313.0,198.0,238.0,150.0
28.0,4.0,32.0,1.0
70.0,182.0,64.0,132.0
1155.0,1094.0,884.0,852.0
297.0,566.0,253.0,419.0
64.0,41.0,46.0,32.0
42.0,43.0,34.0,25.0
78.0,30.0,50.0,37.0
19.0,51.0,25.0,27.0
132.0,105.0,109.0,83.0
8.0,0.519307234313816,11.0,0.7168225150090353
37.0,2.0,40.0,2.0
69.0,0.38357037802903393,63.0,0.04390238313765937
231.0,292.0,172.0,235.0
43.0,76.0,23.0,61.0
195.0,54.0,154.0,41.0
242.0,310.0,194.0,236.0
20.0,159.0,13.0,119.0
141.0,143.0,117.0,129.0
102.0,73.0,76.0,59.0
311.0,401.0,260.0,296.0
36.0,1.0,31.0,4.0
45.0,45.0,27.0,26.0
19.0,17.0,9.0,9.0
794.0,507.0,649.0,404.0
63.0,0.4326152253130475,53.0,1.0
42.0,48.0,28.0,35.0
119.0,147.0,106.0,119.0
270.0,156.0,246.0,116.0
140.0,240.0,104.0,175.0
69.0,426.0,45.0,327.0
177.0,238.0,148.0,165.0
53.0,51.0,55.0,36.0
47.0,48.0,43.0,63.0
51.0,9.0,49.0,1.0
34.0,3.0,31.0,7.0
2.0,39.0,6.0,20.0
40.0,0.8691466091809744,41.0,0.1826430429329453
35.0,8.0,39.0,2.0
2.0,37.0,0.8959672943831692,33.0
287.0,417.0,189.0,335.0
35.0,21.0,18.0,17.0
630.0,461.0,467.0,357.0
40.0,48.0,29.0,41.0
1.0,208.0,1.0,145.0
24.0,27.0,17.0,8.0
108.0,24.0,80.0,26.0
132.0,58.0,112.0,45.0
40.0,18.0,20.0,24.0
39.0,0.6392035012255404,18.0,0.008824107591619224
47.0,37.0,32.0,27.0
24.0,0.3265960703023394,11.0,0.5773218538798647
89.0,69.0,82.0,41.0
122.0,63.0,118.0,41.0
20.0,37.0,17.0,30.0
252.0,7.0,217.0,3.0
70.0,50.0,52.0,38.0
147.0,0.7678647283360035,116.0,0.14904605033173035
43.0,27.0,32.0,28.0
15.0,5.0,13.0,5.0
624.0,1035.0,509.0,828.0
40.0,27.0,23.0,21.0
26.0,17.0,22.0,8.0
289.0,135.0,257.0,89.0
71.0,87.0,59.0,65.0
207.0,279.0,165.0,204.0
68.0,230.0,65.0,175.0
4.0,18.0,1.0,21.0
179.0,20.0,142.0,8.0
54.0,29.0,53.0,23.0
35.0,178.0,22.0,157.0
169.0,86.0,139.0,74.0
40.0,36.0,36.0,28.0
90.0,31.0,61.0,44.0
93.0,133.0,48.0,86.0
46.0,15.0,33.0,11.0
211.0,0.5773914990670481,124.0,0.8696928478383509
17.0,21.0,19.0,24.0
30.0,14.0,16.0,7.0
10.0,24.0,7.0,17.0
237.0,297.0,209.0,213.0
168.0,157.0,123.0,108.0
60.0,0.09105771470635682,50.0,0.2677268272181793
15.0,5.0,12.0,5.0
14.0,20.0,12.0,16.0
11.0,21.0,8.0,10.0
27.0,117.0,24.0,95.0
9.0,36.0,11.0,19.0
168.0,0.5289165719195689,131.0,0.8288611787233355
195.0,239.0,185.0,179.0
44.0,10.0,33.0,9.0
177.0,53.0,152.0,27.0
31.0,11.0,26.0,3.0
91.0,611.0,62.0,445.0
37.0,51.0,24.0,31.0
119.0,26.0,80.0,22.0
25.0,32.0,29.0,25.0
15.0,16.0,10.0,20.0
87.0,143.0,74.0,110.0
64.0,56.0,50.0,35.0
18.0,31.0,22.0,26.0
30.0,41.0,23.0,14.0
147.0,112.0,117.0,83.0
165.0,101.0,125.0,83.0
65.0,0.26610874845428223,45.0,0.9228424888021964
195.0,230.0,120.0,179.0
15.0,13.0,22.0,10.0
39.0,1.0,31.0,0.8883494974788962
44.0,52.0,33.0,61.0
105.0,2530.0,85.0,1851.0
306.0,759.0,276.0,600.0
351.0,338.0,291.0,271.0
481.0,428.0,333.0,371.0
39.0,33.0,26.0,28.0
76.0,0.7007172098797474,48.0,0.5192407065787659
152.0,59.0,101.0,51.0
99.0,120.0,83.0,76.0
113.0,36.0,95.0,20.0
221.0,0.6611756920178791,141.0,0.42280355754312027
49.0,14.0,31.0,16.0
5.0,15.0,2.0,9.0
80.0,58.0,64.0,49.0
24.0,58.0,21.0,55.0
62.0,66.0,50.0,47.0
62.0,163.0,61.0,126.0
304.0,95.0,229.0,68.0
8.0,129.0,3.0,80.0
60.0,23.0,50.0,20.0
32.0,65.0,31.0,37.0
6.0,71.0,5.0,48.0
169.0,141.0,139.0,95.0
59.0,0.9587687321185435,55.0,0.44594356031101745
226.0,213.0,175.0,143.0
174.0,365.0,143.0,290.0
57.0,89.0,57.0,98.0
33.0,21.0,15.0,14.0
55.0,62.0,55.0,31.0
31.0,17.0,27.0,10.0
20.0,15.0,10.0,11.0
162.0,116.0,122.0,92.0
79.0,1.0,57.0,3.0
147.0,0.9280124442352495,122.0,0.30634047206856563
204.0,153.0,176.0,108.0
295.0,516.0,258.0,344.0
127.0,2.0,122.0,1.0
230.0,86.0,153.0,66.0
67.0,6.0,57.0,5.0
19.0,41.0,22.0,16.0
41.0,15.0,45.0,15.0
168.0,55.0,118.0,27.0
23.0,476.0,14.0,400.0
9.0,1.0,8.0,0.6772871200838442
61.0,38.0,39.0,43.0
41.0,30.0,31.0,8.0
467.0,135.0,313.0,92.0
240.0,93.0,217.0,69.0
197.0,135.0,156.0,80.0
45.0,37.0,38.0,25.0
23.0,47.0,32.0,52.0
127.0,57.0,95.0,50.0
36.0,30.0,44.0,26.0
46.0,50.0,30.0,28.0
218.0,210.0,171.0,150.0
845.0,589.0,622.0,450.0
31.0,0.4727417316365973,27.0,0.02658904429204878
60.0,89.0,54.0,82.0
26.0,42.0,33.0,30.0
173.0,208.0,133.0,129.0
173.0,75.0,128.0,67.0
65.0,112.0,66.0,99.0
10.0,0.21766350494742492,12.0,2.0
696.0,669.0,588.0,555.0
187.0,107.0,136.0,101.0
69.0,13.0,56.0,12.0
378.0,332.0,301.0,293.0
75.0,567.0,69.0,469.0
55.0,42.0,46.0,48.0
51.0,25.0,53.0,21.0
24.0,143.0,18.0,135.0
40.0,0.9043745564655569,37.0,0.3596997091230276
137.0,0.5577855231247691,127.0,0.5221698458544473
76.0,21.0,85.0,18.0
221.0,219.0,181.0,178.0
47.0,163.0,37.0,141.0
20.0,17.0,9.0,20.0
92.0,85.0,76.0,75.0
842.0,249.0,641.0,166.0
0.8132014051024482,40.0,0.7866723231744545,33.0
457.0,569.0,332.0,420.0
119.0,125.0,127.0,96.0
26.0,38.0,21.0,33.0
40.0,58.0,23.0,44.0
160.0,103.0,127.0,102.0
66.0,86.0,63.0,58.0
52.0,65.0,29.0,52.0
35.0,19.0,28.0,22.0
68.0,42.0,43.0,23.0
42.0,29.0,36.0,25.0
125.0,46.0,77.0,39.0
7.0,21.0,7.0,14.0
5.0,0.8294141887143175,12.0,0.5142322859361192
24.0,15.0,31.0,25.0
21.0,0.7146618255184575,17.0,0.11544193432866512
40.0,13.0,22.0,14.0
49.0,73.0,47.0,51.0
97.0,138.0,74.0,162.0
56.0,144.0,52.0,82.0
232.0,412.0,172.0,285.0
16.0,101.0,18.0,68.0
170.0,729.0,155.0,530.0
52.0,32.0,47.0,31.0
49.0,77.0,36.0,57.0
417.0,409.0,355.0,313.0
11.0,24.0,11.0,13.0
214.0,361.0,170.0,242.0
45.0,93.0,31.0,74.0
20.0,16.0,17.0,12.0
128.0,138.0,100.0,117.0
50.0,1.0,38.0,1.0
47.0,85.0,35.0,62.0
36.0,63.0,43.0,44.0
32.0,29.0,28.0,14.0
7.0,56.0,3.0,35.0
42.0,40.0,30.0,20.0
11.0,9.0,11.0,9.0
60.0,206.0,40.0,156.0
56.0,0.46534219046006764,48.0,0.44205440509633287
20.0,37.0,23.0,19.0
541.0,654.0,440.0,490.0
108.0,266.0,96.0,216.0
76.0,38.0,47.0,30.0
66.0,1.0,39.0,0.9883775305250057
0.0505755570975821,10.0,0.26873738370880473,7.0
99.0,32.0,86.0,19.0
3.0,15.0,3.0,7.0
30.0,18.0,24.0,12.0
27.0,8.0,13.0,18.0
6.0,8.0,9.0,4.0
272.0,261.0,220.0,212.0
16.0,28.0,4.0,32.0
386.0,223.0,301.0,185.0
29.0,15.0,18.0,16.0
912.0,876.0,752.0,676.0
37.0,17.0,29.0,9.0
83.0,98.0,58.0,83.0
59.0,53.0,54.0,21.0
20.0,0.8811753867593649,7.0,1.0
12.0,15.0,8.0,14.0
27.0,50.0,23.0,35.0
123.0,35.0,113.0,23.0
0.8333421754163046,27.0,0.2150120642995912,18.0
51.0,34.0,33.0,33.0
60.0,137.0,45.0,95.0
68.0,13.0,56.0,6.0
20.0,0.6520966171804171,11.0,1.0
67.0,56.0,68.0,53.0
76.0,61.0,54.0,38.0
466.0,463.0,417.0,349.0
11.0,26.0,11.0,18.0
114.0,162.0,94.0,124.0
43.0,20.0,41.0,15.0
330.0,197.0,249.0,152.0
25.0,33.0,9.0,35.0
83.0,58.0,70.0,35.0
105.0,36.0,81.0,39.0
150.0,93.0,137.0,83.0
34.0,45.0,34.0,43.0
26.0,19.0,15.0,15.0
19.0,37.0,12.0,21.0
99.0,153.0,79.0,107.0
32.0,13.0,22.0,11.0
192.0,132.0,141.0,83.0
30.0,0.3071827102418838,25.0,0.08173893487531725
139.0,115.0,113.0,77.0
41.0,54.0,33.0,48.0
31.0,19.0,36.0,12.0
93.0,64.0,71.0,44.0
135.0,115.0,76.0,76.0
33.0,0.5016705502133494,29.0,0.8198816626651938
994.0,938.0,748.0,689.0
77.0,126.0,43.0,122.0
17.0,20.0,33.0,19.0
63.0,58.0,49.0,51.0
31.0,10.0,25.0,4.0
172.0,216.0,146.0,135.0
21.0,6.0,18.0,4.0
42.0,51.0,25.0,33.0
19.0,33.0,12.0,18.0
542.0,901.0,413.0,639.0
55.0,48.0,34.0,27.0
123.0,5.0,87.0,1.0
59.0,37.0,52.0,44.0
48.0,36.0,29.0,29.0
195.0,27.0,140.0,13.0
0.8456226240703116,39.0,1.0,36.0
11.0,14.0,1.0,8.0
124.0,16.0,110.0,12.0
33.0,14.0,17.0,5.0
8.0,9.0,11.0,13.0
16.0,7.0,15.0,4.0
80.0,78.0,59.0,68.0
49.0,20.0,46.0,27.0
295.0,319.0,252.0,246.0
21.0,2.0,13.0,5.0
18.0,59.0,22.0,54.0
42.0,80.0,28.0,72.0
0.17253718571753962,97.0,0.37935090948082417,87.0
1022.0,1666.0,867.0,1286.0
119.0,91.0,91.0,89.0
38.0,65.0,33.0,38.0
40.0,13.0,34.0,7.0
71.0,89.0,70.0,68.0
19.0,13.0,22.0,15.0
40.0,36.0,42.0,24.0
52.0,9.0,44.0,5.0
2154.0,915.0,1633.0,669.0
7.0,257.0,9.0,214.0
44.0,83.0,51.0,65.0
438.0,284.0,337.0,207.0
27.0,0.05370231105584655,22.0,1.0
187.0,239.0,142.0,189.0
11.0,26.0,4.0,18.0
17.0,9.0,7.0,6.0
90.0,158.0,84.0,146.0
45.0,42.0,24.0,27.0
29.0,27.0,26.0,19.0
60.0,69.0,58.0,66.0
232.0,345.0,158.0,270.0
71.0,180.0,64.0,147.0
39.0,49.0,36.0,29.0
136.0,133.0,89.0,93.0
126.0,112.0,101.0,83.0
94.0,101.0,68.0,72.0
45.0,44.0,36.0,31.0
87.0,106.0,56.0,101.0
4.0,11.0,1.0,10.0
69.0,24.0,50.0,18.0
107.0,165.0,77.0,131.0
13.0,102.0,13.0,102.0
65.0,7.0,38.0,5.0
67.0,10.0,66.0,9.0
19.0,20.0,13.0,21.0
927.0,883.0,736.0,681.0
392.0,168.0,332.0,134.0
21.0,18.0,23.0,12.0
74.0,32.0,60.0,27.0
60.0,54.0,56.0,56.0
55.0,91.0,54.0,76.0
123.0,301.0,99.0,231.0
24.0,29.0,18.0,25.0
51.0,24.0,54.0,16.0
0.483144561181421,21.0,0.7586094784288258,18.0
32.0,0.2630206766809088,18.0,2.0
117.0,35.0,97.0,32.0
77.0,120.0,54.0,82.0
147.0,78.0,109.0,48.0
8.0,33.0,7.0,19.0
49.0,50.0,44.0,48.0
30.0,34.0,29.0,26.0
48.0,29.0,22.0,19.0
11.0,0.36959438410034073,17.0,0.38149583716308777
23.0,16.0,19.0,20.0
32.0,17.0,21.0,14.0
27.0,28.0,26.0,24.0
206.0,205.0,175.0,174.0
8.0,16.0,7.0,13.0
78.0,113.0,67.0,94.0
164.0,217.0,148.0,179.0
41.0,0.8681646897847537,29.0,0.8153765376626241
20.0,21.0,19.0,9.0
63.0,556.0,58.0,431.0
41.0,65.0,39.0,58.0
73.0,63.0,54.0,41.0
39.0,40.0,39.0,26.0
59.0,57.0,50.0,34.0
244.0,170.0,211.0,136.0
349.0,548.0,273.0,435.0
14.0,14.0,7.0,11.0
62.0,68.0,40.0,63.0
13.0,1.0,9.0,4.0
363.0,271.0,271.0,199.0
12.0,15.0,12.0,18.0
111.0,128.0,101.0,68.0
47.0,151.0,33.0,119.0
18.0,22.0,14.0,11.0
16.0,22.0,10.0,17.0
325.0,130.0,246.0,105.0
198.0,1433.0,157.0,1063.0
20.0,12.0,18.0,17.0
0.2851430446421971,35.0,0.5043563677707624,33.0
15.0,19.0,17.0,9.0
31.0,52.0,30.0,33.0
13.0,1.0,16.0,0.4378089960621303
58.0,82.0,32.0,59.0
95.0,47.0,106.0,29.0
10.0,35.0,7.0,24.0
13.0,0.20433607078637273,10.0,0.3191341136713727
42.0,168.0,25.0,117.0
64.0,37.0,69.0,22.0
13.0,34.0,6.0,31.0
235.0,845.0,196.0,679.0
0.977215110711226,24.0,0.2343609296301583,21.0
211.0,219.0,170.0,175.0
146.0,167.0,83.0,112.0
36.0,47.0,28.0,39.0
224.0,83.0,170.0,68.0
178.0,435.0,150.0,306.0
512.0,678.0,407.0,495.0
12.0,26.0,19.0,12.0
125.0,99.0,84.0,80.0
64.0,95.0,71.0,57.0
214.0,202.0,187.0,162.0
146.0,131.0,98.0,83.0
27.0,0.6798866144861921,31.0,0.9106563473875405
253.0,278.0,180.0,210.0
20.0,29.0,15.0,20.0
16.0,43.0,19.0,30.0
19.0,53.0,9.0,46.0
57.0,2.0,50.0,0.1503433979736617
90.0,258.0,99.0,169.0
22.0,23.0,19.0,13.0
80.0,111.0,55.0,111.0
112.0,93.0,80.0,89.0
15.0,18.0,14.0,11.0
19.0,0.5150447995346009,15.0,0.5350366027685316
29.0,19.0,26.0,11.0
11.0,14.0,7.0,15.0
19.0,22.0,12.0,8.0
12.0,5.0,10.0,2.0
32.0,37.0,18.0,17.0
41.0,35.0,38.0,39.0
48.0,57.0,40.0,36.0
119.0,1.0,122.0,0.79629298089783
0.3568363298367815,169.0,1.0,136.0
41.0,29.0,41.0,22.0
46.0,64.0,51.0,38.0
55.0,0.4229236370392897,35.0,0.4712765851941455
41.0,37.0,36.0,29.0
0.6746847299531955,55.0,0.26055128264095784,55.0
0.9705838927712976,167.0,0.27506176847301966,138.0
516.0,825.0,409.0,624.0
15.0,15.0,17.0,13.0
20.0,14.0,10.0,6.0
236.0,362.0,198.0,266.0
209.0,264.0,154.0,194.0
75.0,30.0,54.0,18.0
147.0,74.0,134.0,45.0
41.0,15.0,33.0,19.0
76.0,118.0,56.0,82.0
799.0,0.7478604230852575,681.0,0.2744534259873397
28.0,3.0,14.0,1.0
31.0,26.0,22.0,24.0
30.0,78.0,32.0,59.0
136.0,60.0,93.0,51.0
49.0,24.0,25.0,15.0
80.0,58.0,52.0,54.0
18.0,13.0,10.0,16.0
20.0,10.0,12.0,7.0
53.0,20.0,51.0,14.0
96.0,78.0,91.0,55.0
25.0,67.0,20.0,52.0
230.0,469.0,168.0,381.0
68.0,232.0,44.0,153.0
144.0,189.0,99.0,154.0
20.0,0.002936420033026299,12.0,1.0
63.0,4.0,55.0,5.0
62.0,41.0,43.0,29.0
81.0,53.0,67.0,51.0
42.0,40.0,41.0,30.0
96.0,62.0,88.0,64.0
21.0,31.0,17.0,22.0
48.0,0.645657446241598,53.0,1.0
52.0,0.3443590341685864,32.0,0.981047642737037
0.09336804413144129,69.0,0.49928553423678,58.0
10.0,17.0,6.0,16.0
77.0,164.0,68.0,125.0
177.0,187.0,149.0,171.0
37.0,114.0,21.0,83.0
399.0,300.0,302.0,212.0
181.0,291.0,142.0,219.0
185.0,252.0,124.0,184.0
326.0,187.0,276.0,156.0
9.0,2838.0,3.0,2216.0
73.0,30.0,53.0,21.0
211.0,225.0,182.0,163.0
214.0,91.0,160.0,67.0
31.0,29.0,21.0,24.0
109.0,152.0,95.0,115.0
14.0,10.0,10.0,12.0
46.0,28.0,26.0,35.0
34.0,35.0,30.0,17.0
375.0,599.0,294.0,450.0
401.0,375.0,313.0,273.0
70.0,23.0,60.0,20.0
80.0,69.0,62.0,41.0
383.0,472.0,290.0,377.0
18.0,16.0,10.0,13.0
48.0,77.0,27.0,68.0
72.0,55.0,64.0,43.0
83.0,108.0,63.0,98.0
573.0,380.0,452.0,296.0
158.0,129.0,114.0,96.0
58.0,96.0,30.0,47.0
79.0,173.0,73.0,102.0
6.0,32.0,4.0,11.0
48.0,168.0,28.0,127.0
11.0,20.0,8.0,13.0
64.0,22.0,46.0,11.0
0.8915583914584044,114.0,0.5533460767874173,66.0
120.0,73.0,91.0,56.0
45.0,74.0,26.0,55.0
145.0,77.0,104.0,58.0
107.0,51.0,89.0,46.0
711.0,613.0,507.0,492.0
102.0,76.0,94.0,50.0
24.0,49.0,12.0,29.0
84.0,24.0,57.0,20.0
142.0,143.0,117.0,97.0
143.0,113.0,110.0,105.0
290.0,107.0,229.0,96.0
7.0,11.0,9.0,7.0
2.0,11.0,1.0,7.0
1203.0,2625.0,926.0,1991.0
16.0,9.0,23.0,3.0
63.0,0.7056810606810338,53.0,0.1500989775632614
182.0,346.0,188.0,268.0
9.0,17.0,6.0,20.0
95.0,121.0,89.0,98.0
15.0,22.0,17.0,14.0
1.0,22.0,1.0,17.0
270.0,302.0,205.0,279.0
5.0,16.0,4.0,17.0
89.0,83.0,72.0,64.0
69.0,30.0,72.0,33.0
147.0,2.0,111.0,3.0
81.0,158.0,68.0,110.0
9.0,28.0,10.0,21.0
19.0,22.0,20.0,9.0
10.0,253.0,14.0,156.0
13.0,0.913444011177811,6.0,0.0035204909068922152
12.0,10.0,8.0,7.0
146.0,127.0,130.0,86.0
111.0,99.0,108.0,63.0
59.0,96.0,37.0,80.0
213.0,308.0,150.0,245.0
2.0,15.0,2.0,10.0
41.0,105.0,32.0,89.0
141.0,0.1801067491488918,84.0,0.835544066848951
39.0,49.0,33.0,45.0
71.0,65.0,45.0,35.0
54.0,81.0,42.0,64.0
222.0,93.0,166.0,55.0
64.0,69.0,63.0,59.0
161.0,111.0,150.0,63.0
86.0,53.0,61.0,46.0
162.0,200.0,124.0,165.0
