"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"62",1.1704143258053e-40,1.40093617534944e-40,3.1584662380706e-231,1.13586603510291e-40,2.98754260173216e-17,1,3.85791273083278e-160,2.39773445012007e-141,2.62667515431526e-184
"63",6.50219855237171e-49,7.86526041338383e-49,1.67684106997809e-260,6.3166519297623e-49,1.08658423501491e-21,1,3.12373640436635e-179,2.53185611112408e-176,1.22275378854073e-207
"64",2.95678312027136e-45,3.61424353367674e-45,2.09356108016239e-255,2.88629829223106e-45,1.47750950544306e-19,1,7.01084991376418e-180,4.68705060337406e-167,1.29716263865897e-206
"65",2.994904072866e-43,3.58929808158707e-43,4.63668192055325e-230,2.90669615731068e-43,3.50795725078988e-17,1,2.66666743790542e-158,1.26612584244161e-137,9.745674309594e-182
"66",4.26654372970437e-37,5.12880591834517e-37,1.23552711571258e-238,4.1470963461569e-37,1.14878280082983e-24,1,1.32312835534252e-161,3.91665613252447e-162,6.41142756940562e-189
"67",8.55069114377736e-46,1.02934951992413e-45,2.27131812807527e-247,8.30287446986564e-46,2.15652014514533e-19,1,6.73813084455256e-171,1.1106510353749e-158,3.13585483516932e-197
"68",5.57422853433534e-58,6.98035984650803e-58,6.25692779924084e-297,5.4446433381399e-58,1.79062901364015e-21,1,4.96685797229482e-208,8.59288754721604e-214,3.83026649601976e-238
"69",5.39708239050602e-46,6.45846248353677e-46,2.24408417347135e-227,5.23341331422565e-46,1.75587565535062e-10,0.999999999824412,6.72811583112375e-161,1.8092269048957e-124,1.73339625228328e-181
"70",7.9090115651827e-55,9.6255900457825e-55,3.85441229527199e-267,7.66605967530455e-55,1.07088380816991e-15,0.999999999999999,1.29655269927489e-187,1.17331542553435e-170,1.86853443868945e-213
"71",9.92640579762457e-31,1.18505335408046e-30,3.23413681166908e-205,9.63661156222996e-31,8.72963718239012e-16,0.999999999999999,1.10225381249059e-144,1.9420168042906e-113,7.92662099892714e-163
"72",1.73454220445606e-47,2.09346270851034e-47,9.21295594611612e-255,1.68194476632055e-47,2.8313049290289e-21,1,3.82129280153359e-174,2.08778558988912e-170,1.08865000850367e-201
"73",1.76182427820348e-40,2.11257788035005e-40,1.46547948552241e-227,1.71159247523544e-40,4.80615750251963e-16,1,9.00034830348814e-159,2.01386032288652e-133,7.22721211054945e-182
"74",2.46085344195707e-50,2.97537644922131e-50,4.85861898399217e-255,2.3797125116554e-50,5.0585749283384e-17,1,3.75409473240794e-175,2.46647540810614e-161,3.61620026900242e-199
"75",7.55623151267083e-34,9.00546347941719e-34,1.8016352809297e-216,7.3388513056684e-34,9.39957542991356e-21,1,3.01899432620982e-147,3.31719810025507e-131,8.10829529768121e-171
"76",1.34205111697943e-55,1.65663571235263e-55,4.40653513777186e-276,1.30832578489604e-55,5.07345247870588e-19,1,1.30216725387647e-193,4.42463442973058e-186,1.12515569177409e-221
"77",1.72494410747882e-51,2.09681824408524e-51,3.33809912094038e-262,1.66988075892792e-51,1.66234782956976e-18,1,3.48202376402072e-180,5.25423457759195e-171,1.96071269827423e-205
"78",4.74179546098981e-29,5.56859383304949e-29,2.83085691146778e-204,4.5807368678258e-29,1.18113666717999e-20,1,3.85467598275929e-134,6.74788676676227e-121,4.87552832088779e-158
"79",4.18510251277164e-51,5.06133610731058e-51,2.08940041949988e-265,4.04540572155354e-51,2.89736075111313e-19,1,9.01085915008009e-182,1.98297780967722e-178,5.58272629065837e-209
"80",3.01726745341572e-33,3.59274897296126e-33,9.14950635903281e-216,2.93543208230819e-33,1.01962741501156e-20,1,3.64329114324208e-146,1.24284697018922e-132,1.30860208177929e-169
"81",1.95341131768998e-55,2.38301203096154e-55,7.59111604368272e-278,1.89427411523412e-55,1.19325271187928e-18,1,1.33368155066862e-192,1.29896175101285e-187,2.01089628758718e-219
"82",3.26749166803988e-59,3.99612851797883e-59,1.22408789368926e-293,3.16391144305802e-59,4.27427756998063e-19,1,1.43075902908608e-203,2.4192967465067e-204,6.10595123991421e-232
"83",2.72311648688049e-53,3.32059360010205e-53,4.90340760600848e-275,2.64166430617379e-53,4.93444939737828e-21,1,3.59606805879831e-189,1.65960815501675e-190,2.65245712446251e-218
"84",3.98028385199974e-52,4.84406978536595e-52,6.25255412893641e-266,3.8594513989608e-52,6.77984120263797e-20,1,1.62271991891983e-183,8.61437810354241e-178,1.22273313485135e-210
"85",3.71822181303877e-43,4.43279680088024e-43,6.21468019338299e-228,3.59941636209269e-43,2.18521424561588e-16,1,3.45056752377673e-156,3.90061790020428e-134,4.38825162843819e-179
"86",3.94309850491907e-55,4.80163683327326e-55,9.90044632268136e-273,3.82006141564707e-55,1.5661252536004e-16,1,6.87687198248647e-190,8.48837036828888e-178,4.16499885135922e-215
"87",3.98532572305924e-44,4.79928046601717e-44,1.19547064651992e-240,3.86728955131927e-44,1.13049517300303e-20,1,4.85800870834877e-164,1.54897364719467e-154,6.63309562659857e-190
"88",3.62391104889156e-62,4.55588131406563e-62,1.33179862009351e-300,3.54182851774861e-62,3.91787552899761e-16,1,3.14793235185762e-216,2.72232496268429e-205,1.03150690934187e-243
"89",5.47767004462105e-53,6.64411944893329e-53,6.3090554219793e-260,5.31819308209175e-53,3.94638495623408e-15,0.999999999999996,2.99479803800279e-183,1.41582410484085e-162,1.21934474162033e-208
"90",1.41829417764493e-49,1.71670924759688e-49,1.77338349335903e-259,1.37473868454418e-49,9.2249628498871e-21,1,4.20591569402591e-178,1.58079199330606e-173,1.19931179672593e-205
"91",9.23930274163778e-45,1.11928152477743e-44,5.46751497481622e-251,8.99858173916859e-45,3.84585314176827e-19,1,4.49238161808965e-176,1.35058446411571e-161,1.33369652917622e-202
"92",2.67890986012862e-57,3.29826166253285e-57,3.27768228086361e-280,2.6054494889282e-57,1.23207233920226e-17,1,1.86372650777486e-196,2.31997317559453e-188,1.08092710087131e-223
"93",1.33164136977211e-46,1.6131261596002e-46,1.62431006213879e-258,1.29642354671817e-46,5.79884291485786e-24,1,4.26059633700329e-175,4.87669283524701e-179,1.27782803124403e-203
"94",1.50716952995491e-53,1.83203961250244e-53,1.15716801281851e-276,1.45766704578372e-53,6.59028269211223e-21,1,2.43733329321908e-189,1.16400457184925e-191,7.28503156559383e-218
"95",7.29662000978382e-47,8.80276611718168e-47,3.95784890416859e-242,7.08426791983515e-47,1.50221495990675e-16,1,2.22321606136795e-168,7.85578157707665e-148,1.3123488957331e-192
"96",1.57370451603351e-41,1.87090931633891e-41,3.00413313990727e-227,1.51833308456494e-41,4.49858778549648e-15,0.999999999999996,1.18470204461156e-154,1.55992763185623e-131,1.13951206417036e-176
"97",5.87705382967444e-61,7.39456923665992e-61,5.88255120563351e-302,5.74614651612581e-61,2.98698357504366e-19,1,6.23822486500336e-215,5.18196154593682e-213,7.5537088486012e-244
"98",3.04664147053317e-46,3.68113280690162e-46,4.01350523137432e-254,2.95665986087856e-46,2.16326463788235e-23,1,2.95083442684958e-172,3.58192581884293e-174,1.8408797074139e-200
"99",3.09713128348195e-52,3.77088103320366e-52,4.09024128364369e-269,2.99985972435992e-52,2.07762981068574e-20,1,1.70659808062327e-184,7.42083067172492e-182,2.63860342412724e-211
"100",3.8155819173021e-48,4.61958541800596e-48,7.43161375841171e-249,3.7049182385443e-48,2.58851471452077e-18,1,3.84214012956538e-172,4.28533325797426e-158,1.97657498784759e-197
"101",2.11572771362441e-46,2.54640287437008e-46,8.48039433868658e-244,2.05784276469936e-46,9.27585334932224e-13,0.999999999999072,1.37212277220397e-174,5.06153518203443e-144,3.6019569473557e-198
"102",2.86493645524805e-42,3.44077574925026e-42,1.18585111205651e-235,2.78399562304673e-42,1.19938781941717e-16,1,6.98878949366305e-165,4.17698954715872e-142,4.79399430407699e-189
"103",1.1697456715767e-49,1.42853129420503e-49,1.41932388439815e-253,1.1420289376564e-49,8.97090480350093e-12,0.999999999991029,1.63567246535278e-183,3.96525371178192e-152,2.35433328987065e-207
"104",2.77471503366582e-22,3.30218198757876e-22,1.42175488932094e-200,2.69230123395296e-22,2.2069896143258e-27,1,1.72526370711969e-133,5.39706662183631e-132,4.89693951996049e-154
"105",2.06355969539864e-42,2.48749822436908e-42,9.31551105691833e-248,2.00528957683128e-42,1.75426632273136e-25,1,6.48337226037275e-166,3.89241951709283e-173,1.52991154303198e-194
"106",1.29076400391006e-46,1.58289489891898e-46,2.53372604360134e-257,1.26043990681791e-46,4.77236652679343e-17,1,5.04114638740449e-183,4.25002774728329e-166,5.47159324024348e-209
"107",2.30393288319963e-54,2.79950947948169e-54,1.94403510100337e-262,2.23663630498197e-54,5.56057809266635e-14,0.999999999999944,6.47524057393782e-186,2.68538199203994e-163,4.57693682975023e-211
"108",2.76213064540486e-50,3.3418184851769e-50,2.02350043232136e-259,2.67122090832537e-50,2.85872984785126e-19,1,8.91967774043935e-177,7.02369399741356e-170,6.88678715348076e-202
"109",8.65727683224431e-51,1.07083737559705e-50,4.8371160793313e-267,8.47198234337577e-51,4.73039011612417e-16,0.999999999999999,3.20475738028427e-191,2.91974531893306e-173,1.25663681651937e-217
"110",2.04977944142139e-47,2.45957304834792e-47,3.51812786705605e-240,1.991865854185e-47,4.47044978816415e-11,0.999999999955295,4.58650577340772e-172,1.27952291201469e-137,1.33185330646197e-194
"111",2.27465378363134e-42,2.72806853203142e-42,6.38631886723125e-233,2.20730527183411e-42,6.98371832386318e-19,1,1.42540489823938e-159,9.99184435094878e-144,3.06931528634884e-184
"112",3.45783277177952e-35,4.10421983811799e-35,1.93180558740168e-216,3.35516445824741e-35,1.34331673255975e-19,1,3.74089675043062e-147,8.59729067212375e-129,9.71617728186507e-171
"113",2.24536943489065e-38,2.69339218474141e-38,1.12384370860254e-223,2.18410986990249e-38,5.51153052551181e-18,1,1.03492004535212e-154,2.79776475584948e-133,5.6556008767087e-178
"114",2.54721964674867e-48,3.09773167090157e-48,5.72814225551585e-265,2.46753123478802e-48,5.52995786000766e-25,1,1.5857965648601e-177,4.60635621410968e-189,2.58452169099582e-206
"115",1.27598511507211e-52,1.54496444869187e-52,6.15741307427947e-262,1.233231160154e-52,3.90326758986884e-15,0.999999999999996,4.89021937471174e-182,2.76204196906026e-167,2.23872033258023e-206
"116",4.65406184145383e-39,5.56580046572185e-39,2.52559572343923e-226,4.51671990646273e-39,8.60522247528314e-18,1,4.21250647634672e-156,9.79392333933766e-137,6.08625346848031e-180
"117",1.00009937768086e-36,1.18629999344758e-36,2.04446859629415e-224,9.68751618776245e-37,9.26590729221879e-22,1,3.14809144351778e-150,1.2871709620278e-142,9.26130017146106e-176
"118",6.59126708870508e-46,7.9452925030198e-46,5.01886603622199e-250,6.39868071364319e-46,2.96164454294545e-21,1,3.16051211591828e-171,3.95946546498598e-165,2.04683737839783e-198
"119",9.84222307129764e-54,1.19464598844017e-53,7.8482107639161e-265,9.51968148215398e-54,5.05350211489045e-15,0.999999999999995,1.11837082480775e-184,7.75234961598908e-168,5.22138934467323e-209
"120",3.01664495413481e-46,3.6405538143693e-46,4.51502316780867e-242,2.9294087756101e-46,8.36301519959841e-18,1,1.88174112925178e-167,4.4456283721587e-150,3.92565590104941e-192
"121",1.12919527578666e-50,1.36345197126649e-50,2.08374018371395e-251,1.09535146896193e-50,2.12578649484941e-14,0.999999999999979,5.62903679815513e-177,2.22721731792574e-153,2.44062720393092e-201
"122",6.47419665434005e-45,7.78364631166107e-45,8.27981372702947e-237,6.28478915026932e-45,2.82262783529082e-16,1,1.26419599135769e-164,1.23873138911509e-142,1.56376320428406e-188
"123",3.00307909953137e-52,3.64075632553702e-52,4.85831421565711e-260,2.91346307007647e-52,1.17801824602541e-16,1,5.31840951946699e-182,2.32759784146109e-165,6.39586729539282e-208
"124",5.57040088592002e-56,6.79986284843103e-56,8.54655421492226e-285,5.39100990775849e-56,6.90160180717733e-20,1,6.91826496376155e-196,5.34933737257225e-198,1.36461278592406e-224
"125",2.03597178841229e-54,2.48262981230874e-54,9.73847419685979e-270,1.97496084515447e-54,9.6785377428846e-18,1,4.03103101068308e-188,2.80692787616817e-177,1.06332847951792e-214
"126",1.54099151192651e-46,1.86117070232516e-46,4.16738977814412e-242,1.49316851041926e-46,1.00217772828995e-18,1,1.50387132808373e-165,4.00804493449246e-152,4.37413101175434e-190
"127",3.44072604364695e-61,4.22375285978975e-61,1.11044265994802e-298,3.33689390562438e-61,1.25565134102313e-18,1,3.19050836169472e-208,1.53356150043633e-207,4.5589909599759e-236
"128",5.71120138247519e-47,6.87163765528848e-47,1.33403849374875e-234,5.54011742462773e-47,1.00332923660899e-12,0.999999999998997,6.48982983839792e-165,1.84739454444259e-134,6.7002653339959e-187
"129",1.80014135247815e-38,2.14503937353393e-38,1.1161581915942e-228,1.74599458022601e-38,3.48600625578197e-23,1,6.78685829261254e-153,2.31754978793565e-148,4.58391538240222e-179
"130",1.43571595445537e-43,1.72718160736794e-43,1.72497327253599e-239,1.39576102466867e-43,6.97615941199932e-18,1,1.17959370879193e-166,1.17029920046734e-147,1.31957632707135e-191
"131",1.07380597157875e-47,1.29613262872674e-47,2.14813177128068e-253,1.04411830348014e-47,5.6233430771797e-18,1,2.0813109668569e-177,7.04401263422903e-162,5.45660875991017e-204
"132",1.35791098685318e-47,1.63860233697754e-47,6.14917023346128e-241,1.31473152611366e-47,6.44539593709279e-16,0.999999999999999,1.65657510805905e-166,7.93082845730099e-146,6.36498708550408e-190
"133",1.37606111296955e-37,1.6523722459318e-37,8.90175279088809e-234,1.33668817193316e-37,1.06246294368227e-19,1,1.1280640625813e-162,3.86908846850719e-147,5.96444328140127e-187
"134",8.05048445646928e-45,9.70282386226545e-45,1.56090726621521e-249,7.82537323718064e-45,5.48056561567486e-22,1,4.82501441293231e-171,5.43570121766331e-166,1.37083824542647e-198
"135",1.08188395135352e-49,1.30577624832798e-49,3.95319694409038e-245,1.04691671961196e-49,1.75845370401624e-13,0.999999999999824,1.42446488185905e-171,2.07309540953834e-147,1.94426077189327e-194
"136",2.55536467771431e-41,3.07314276921819e-41,2.25727310161889e-240,2.48307063985388e-41,2.86886223621007e-22,1,8.62841403318545e-164,8.09886459280471e-158,1.2801560128382e-190
"137",8.25359065545232e-27,9.79696075640073e-27,8.73934009082359e-209,7.9988638173491e-27,3.78303548199898e-24,1,1.40303443586931e-139,9.48537068881785e-133,5.33593506524623e-162
"138",8.59204289343082e-39,1.03273137918895e-38,4.58698748198489e-229,8.36577556341636e-39,1.77573392594417e-20,1,1.31567089945417e-156,2.65912963475364e-144,2.1622099616184e-181
"139",3.24695789151816e-41,3.89020053784915e-41,6.62334502098726e-227,3.1542089422984e-41,4.0453514690479e-14,0.99999999999996,1.04473721321057e-159,7.13129252463699e-130,5.17025376187897e-182
"140",7.75004002783845e-26,9.11759599242453e-26,1.02188104913314e-196,7.50795251366368e-26,3.2214816494666e-20,1,1.62306703566973e-130,6.55370363475545e-111,3.07066395997655e-153
"141",4.51823446879824e-45,5.42565940757132e-45,2.12037001636924e-229,4.38876780824524e-45,5.52045451812374e-12,0.99999999999448,1.69032907594358e-162,3.94215516824222e-128,6.75543756556917e-184
"142",2.70087915063867e-49,3.32786603938103e-49,3.35165006957394e-257,2.64258679819123e-49,2.95185320044883e-12,0.999999999997048,6.25534513447864e-187,5.72625018591277e-157,9.47028464337506e-211
"143",4.78834336823219e-30,5.6842792571893e-30,9.24961950364367e-208,4.64433574570608e-30,3.45540886786605e-20,1,9.47262913641283e-142,4.93988851336906e-122,2.41474033923376e-163
"144",6.05336708165962e-41,7.29476371730431e-41,4.40538027572036e-241,5.89526093959052e-41,1.00198833146848e-21,1,1.54434303641447e-165,5.14703818036497e-158,4.72902307309541e-192
"145",1.84070740717151e-28,2.21218118352382e-28,4.05201430039238e-205,1.79077691990302e-28,3.11216249941585e-19,1,1.48012740335144e-145,8.94457505931814e-119,4.3311382335014e-162
"146",1.82646144905058e-48,2.23349050155037e-48,2.26740923894035e-255,1.78422291761185e-48,1.82538162799044e-15,0.999999999999998,2.17766514841651e-182,2.8932668564399e-159,1.01755790289347e-207
"147",1.30003377005555e-56,1.60134532086128e-56,3.39725565833286e-273,1.26602574243956e-56,2.22429047984154e-15,0.999999999999998,9.15535394246626e-194,1.33515603097092e-176,2.99773486919175e-220
