"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"23",0,1.79908634977217e-49,1.31829613212384e-141,0,3.73782228488007e-39,8.29931274755033e-44,1,3.84735949973349e-39,0
"24",1.43406491408619e-316,4.60177273849208e-43,9.05317874293641e-130,1.43406491408619e-316,9.36653723297283e-40,9.61990673400518e-45,1,9.64102443989896e-40,1.07554869791628e-316
"25",0,4.69852301039207e-44,8.75399448233282e-132,0,7.59631065562724e-38,8.04653637724076e-43,1,7.81892121488362e-38,0
"26",0,9.71923516236074e-45,1.88319213828891e-132,0,1.70534049826285e-42,3.27928095139366e-48,1,1.75531565383665e-42,0
"27",0,1.52079001315994e-45,2.33761629425057e-134,0,2.60166993422044e-41,1.70452396050182e-46,1,2.67791210367135e-41,0
"28",0,5.80878331755529e-46,3.65165415502554e-137,0,5.91682283861841e-33,3.06727152285312e-37,1,6.09021585844065e-33,0
"29",0,3.57154054821944e-45,2.65416398267443e-133,0,5.67378079621021e-42,2.28853667868428e-47,1,5.84005144884647e-42,0
"30",4.38078003338105e-316,1.65077106392355e-44,1.72436073010218e-130,4.38078003338105e-316,3.53862266208673e-40,2.3050430877683e-46,1,3.64232231367003e-40,2.92052000578518e-316
"31",1.11359165383293e-316,1.70355955316309e-43,2.86802727828592e-130,1.11359165383293e-316,7.43749352443821e-41,2.19645656202623e-46,1,7.6554499344658e-41,1.11359165383293e-316
"32",0,3.78411216732998e-51,1.13999288619332e-140,0,1.33254852394248e-49,4.65178640038712e-57,1,1.37159897782533e-49,0
"33",2.1601958567929e-315,1.85254270028111e-44,5.71647888684875e-130,2.56523258272069e-315,9.58520492996915e-47,1.76860637080002e-54,1,9.86610021685247e-47,1.75515913580577e-315
"34",0,7.22934200553976e-48,2.94718268794428e-137,0,9.6284107488251e-43,5.12336012168012e-48,1,9.91057218326959e-43,0
"35",0,3.40905760776937e-51,1.90959308135872e-143,0,7.09228177461319e-46,1.58894809736992e-51,1,7.30012172708289e-46,0
"36",0,2.64413872299472e-44,1.3943228153859e-133,0,9.59115912615843e-32,1.95091638122172e-36,1,9.87222889733006e-32,0
"37",7.00941288359045e-315,5.68529933139913e-42,3.43990831568055e-129,8.41129545833227e-315,7.72918485621383e-34,8.10624151145061e-38,1,7.95568930306006e-34,5.75773201116782e-315
"38",0,3.30951361583909e-43,1.84528055939139e-131,0,1.46552381879034e-34,2.01436527327885e-38,1,1.50847112419508e-34,0
"39",0,7.68518354713823e-43,5.58160175276541e-132,0,1.18212302994226e-28,6.77771084938319e-32,1,1.21676524984169e-28,0
"40",5.74401310226326e-311,5.47342260619147e-41,2.90788850046355e-126,6.90041488710617e-311,9.68687919727265e-38,1.42990069477144e-42,1,9.97075405178049e-38,4.73272280007814e-311
"41",0,3.19154771483515e-44,8.98130701281199e-132,0,7.06211678026257e-41,4.7437695301135e-46,1,7.26907274187435e-41,0
"42",7.39158421190345e-317,7.26513772885992e-43,7.24069595112872e-131,7.39158421190345e-317,3.73505038964355e-34,2.63802264176909e-38,1,3.84450637257661e-34,7.39158421190345e-317
"43",0,2.53690381416007e-50,2.90054689179135e-140,0,3.72223644759572e-46,1.04366652190745e-51,1,3.83131691873057e-46,0
"44",0,1.61237115651077e-44,6.91003423706531e-133,0,2.89758247057923e-36,2.97916530640072e-41,1,2.98249638251295e-36,0
"45",0,3.40751637009976e-51,1.09785478729765e-139,0,7.61840742797709e-51,1.58172840219081e-58,1,7.84166553978924e-51,0
"46",0,1.0456079024247e-43,1.85717413260331e-131,0,5.20447998451345e-39,1.19709308660193e-43,1,5.35699773333836e-39,0
"47",0,2.5568118064674e-49,2.04084739981372e-139,0,4.82711453579764e-46,2.04005999328551e-52,1,4.96857355972129e-46,0
"48",0,1.66852434291048e-46,1.23044216896824e-136,0,1.07852131634819e-39,2.35090169692404e-44,1,1.11012747961149e-39,0
"49",0,6.60774504211328e-47,2.20940128121993e-135,0,2.32267370137613e-41,1.08808230440477e-46,1,2.39073986080446e-41,0
"50",0,1.5225679555196e-48,3.33898274004607e-140,0,5.00536536478958e-40,4.80827450614494e-45,1,5.15204804296742e-40,0
"51",0,2.81418958328271e-48,8.81279115988836e-139,0,1.99671646806475e-43,7.23984494637927e-49,1,2.05523042272123e-43,0
"52",0,4.93682617682412e-50,2.18984982389492e-140,0,1.34154757257138e-46,7.21740643120759e-53,1,1.38086174433313e-46,0
"53",0,7.36429462978668e-47,6.66846992767455e-139,0,5.41864068982689e-36,3.18049070855479e-40,1,5.57743443765541e-36,0
"54",1.94806211792188e-313,7.65189124675031e-42,6.65861715327374e-128,2.34591883677833e-313,4.42474409267778e-39,4.56984992122138e-44,1,4.55441161153161e-39,1.60393226688586e-313
"55",2.21926698554791e-310,1.06157459202266e-41,3.12070211993059e-126,2.66838101620844e-310,3.12161407395804e-41,2.88443700062387e-47,1,3.21309325211781e-41,1.82757215193038e-310
"56",1.25026742312932e-306,3.24301881551734e-40,6.6300943546553e-124,1.49655212749688e-306,2.62707685923416e-37,2.75535695306589e-43,1,2.70406357981562e-37,1.03057596461537e-306
"57",0,7.20084095618794e-48,1.31481150639345e-136,0,2.60053334802056e-46,4.52827134667286e-53,1,2.67674221067145e-46,0
"58",0,2.85084637012673e-45,8.86809613953034e-133,0,3.18383790936554e-41,1.15020832543276e-46,1,3.2771405626668e-41,0
"59",0,1.72244108514217e-45,1.78155466017345e-136,0,2.03665109674513e-37,3.219716960114e-41,1,2.09633533811393e-37,0
"60",4.29093824702312e-316,4.97238583428906e-43,1.88105324173475e-130,5.00609466269911e-316,5.30627566724892e-35,7.35266140950943e-40,1,5.46177654718534e-35,3.57578188075369e-316
"61",3.56321736164165e-313,1.84010381580557e-41,1.15047058610529e-127,4.27251461389123e-313,7.52305711189517e-36,3.61646064226937e-40,1,7.74352096728365e-36,2.93757561091601e-313
"62",4.17821929440671e-317,9.2398547585514e-44,2.62598220884091e-130,4.17821929440671e-317,5.52941344521643e-42,7.90713308822448e-48,1,5.69145339932608e-42,0
"63",5.91897616960339e-315,4.02857991397399e-42,1.86440131722951e-129,7.16196116551654e-315,1.12929134020325e-33,9.23543814095143e-38,1,1.16238532300499e-33,4.9127502177076e-315
"64",7.30128999631213e-311,1.0962168598837e-41,7.85444666854309e-127,8.79675177205347e-311,2.83013539740986e-43,3.25065455050359e-50,1,2.91307276745974e-43,6.00534097157305e-311
"65",1.79182298948922e-310,1.47195832698219e-41,1.09311448739726e-126,2.15004619447284e-310,1.59484162406918e-37,4.58189277653021e-43,1,1.64157859949417e-37,1.4771052323675e-310
"66",0,6.16461500894021e-50,1.684374118781e-138,0,5.27128671158563e-49,2.94528356896686e-56,1,5.42576224071926e-49,0
"67",4.33770724194462e-310,2.88138517976724e-40,1.37845137304884e-126,5.1868703366755e-310,9.23242008108252e-30,1.42795130672547e-33,1,9.502976967573e-30,3.58255892318754e-310
"68",8.11526014735663e-315,1.0523915572077e-42,7.19974003920549e-129,9.76932590764087e-315,7.78096571530104e-42,1.0088077236528e-47,1,8.00898760940528e-42,6.66795260402001e-315
"69",0,2.93217748751104e-53,2.09299152389814e-143,0,1.34605988790476e-48,7.91352752191979e-55,1,1.38550629313721e-48,0
"70",0,2.55851421863123e-47,1.42785779125408e-136,0,6.46315394211521e-44,1.16494459278126e-49,1,6.65255724612203e-44,0
"71",0,1.0054206316231e-49,2.57819477692187e-139,0,1.297012249703e-47,1.52572726474702e-54,1,1.33502130981143e-47,0
"72",0,2.39954211106715e-46,8.28263454759246e-134,0,9.11971504805458e-46,9.5066438534871e-53,1,9.38696911381919e-46,0
"73",0,2.82627608588895e-45,7.92424684657606e-133,0,1.57266647106565e-37,7.64808002370236e-43,1,1.61875360173812e-37,0
"74",0,1.71746738789815e-47,1.8139819331559e-136,0,6.13084566412271e-42,1.06970672143403e-47,1,6.31051064227945e-42,0
"75",4.18296545198057e-311,2.23036505598425e-41,1.11512690923024e-126,5.00521102807213e-311,4.38265842601686e-36,2.0703823782977e-41,1,4.51109262036754e-36,3.44792978901729e-311
"76",0,3.26664590299089e-42,2.69575716278739e-131,0,1.78329443388433e-28,2.64198425599951e-32,1,1.8355540354373e-28,0
"77",0,2.62209266440098e-49,6.25780724870326e-139,0,6.13469757420792e-47,8.20100182405011e-54,1,6.31447543641384e-47,0
"78",0,3.12490059310213e-44,3.01655038842809e-131,0,1.65775484379043e-41,4.86047132221787e-47,1,1.70633549723034e-41,0
"79",3.12849056595522e-316,3.53015276425268e-42,3.52237684305552e-130,3.75418868902758e-316,3.23087068791272e-32,7.61036290693014e-36,1,3.32555163934131e-32,2.50279244288286e-316
"80",0,5.38809476829971e-45,1.38672682681909e-131,0,6.23823994814536e-42,4.48178123868078e-48,1,6.42105212499213e-42,0
"81",0,1.71578117409164e-43,3.26217674889221e-133,0,2.62048546032493e-29,1.37769263602635e-32,1,2.6972790186403e-29,0
"82",0,2.80239386770547e-50,1.11196094919667e-140,0,1.57225703139996e-47,2.4924176756728e-54,1,1.61833216465079e-47,0
"83",0,4.39074184992366e-46,9.09955472535837e-135,0,5.01316595873168e-43,9.77245216506047e-49,1,5.16007723519564e-43,0
"84",0,1.37787312626918e-44,1.87371595996197e-131,0,1.25619765114154e-42,1.81209688655541e-48,1,1.29301063533366e-42,0
"85",0,9.75840147144738e-46,4.25622511968864e-135,0,7.79230891356192e-41,1.2522091451884e-45,1,8.02066322107495e-41,0
"86",4.31711997810186e-309,1.21162374440516e-39,2.25890845876933e-126,5.13224839001673e-309,3.76760398884352e-25,1.33653195824619e-28,1,3.87801395642212e-25,3.56815213166441e-309
"87",0,8.02063077878216e-54,1.51046147028954e-143,0,3.87592699911544e-51,6.74149791104328e-58,1,3.98951138690143e-51,0
"88",0,1.55971165034403e-44,2.55697554808623e-132,0,1.56537577128127e-41,6.23144813380687e-47,1,1.61124924787786e-41,0
"89",2.18146158096445e-309,4.49189187543289e-40,8.07666056159255e-126,2.61280120578726e-309,2.02056383618073e-32,1.23201268269622e-36,1,2.07977663820667e-32,1.8000907981347e-309
"90",1.33372745115209e-312,2.53694266798455e-41,1.07044538629912e-127,1.60013244042428e-312,4.33708221066049e-36,7.63420600750716e-41,1,4.46418078971021e-36,1.09967005296161e-312
"91",4.1446119610453e-317,1.31023060547127e-43,2.68839604227011e-130,4.1446119610453e-317,6.02753665381317e-42,1.1812301448942e-47,1,6.20417415314148e-42,0
"92",3.26472494304061e-314,4.63342844165862e-42,3.09674542537124e-128,3.92380087040916e-314,1.39834975921546e-38,2.43971618694646e-43,1,1.43932852312345e-38,2.68994942498664e-314
"93",0,2.58959213377358e-45,5.70520825693679e-133,0,6.26225023666753e-43,7.14188309080246e-49,1,6.44576603905458e-43,0
"94",0,1.10843500963818e-47,9.80435377414952e-137,0,1.49580536546123e-42,2.31956450433995e-48,1,1.5396400749529e-42,0
"95",0,7.99960396762975e-44,7.14663547992788e-131,0,6.75018249136116e-39,2.45697069551322e-44,1,6.94799718970625e-39,0
"96",0,2.65682930215578e-46,1.14750405142858e-135,0,1.62226303801328e-40,1.73494045091138e-45,1,1.66980360090694e-40,0
"97",1.37927091800868e-311,7.70725874594506e-42,7.93081289367798e-128,1.65464006931786e-311,4.19906409454378e-35,1.88417932230404e-40,1,4.32211804074965e-35,1.1372420705451e-311
"98",0,4.35805565347432e-56,1.57029583962561e-151,0,1.30245244100539e-49,4.69341552108859e-56,1,1.34062092677254e-49,0
"99",0,5.953730377347e-46,6.98462775508766e-136,0,4.27865778101706e-38,1.38827596811253e-42,1,4.40404422811026e-38,0
"100",2.86227240292108e-305,2.15112488665575e-38,6.70542777461943e-124,3.41642961157048e-305,1.73724580883194e-25,3.08197229806763e-29,1,1.78815595058389e-25,2.36522708800244e-305
"101",0,1.18969495435718e-42,3.38190052190442e-132,0,1.71056102630468e-28,4.21627924808243e-32,1,1.76068916883668e-28,0
"102",1.69185308034527e-307,1.13827505134518e-39,2.95915320505324e-124,2.02911287684319e-307,2.47009505884021e-35,5.64957496378627e-40,1,2.54248141328373e-35,1.39529701375781e-307
"103",0,3.9030373000794e-46,1.08611679533425e-134,0,1.61651876157233e-42,5.39754382709191e-48,1,1.66389098815104e-42,0
"104",0,4.96362497023187e-46,3.36855036930123e-134,0,2.74516865156582e-43,2.67365177793974e-49,1,2.82561606401945e-43,0
"105",0,1.18932651167995e-48,2.9002583999441e-135,0,2.2780240007367e-47,3.87647009305946e-54,1,2.34478169704831e-47,0
"106",1.1146500262695e-312,1.20222724210577e-41,2.08305792520539e-128,1.32912892276226e-312,3.37577493575174e-31,5.04440607120988e-36,1,3.47470232004965e-31,9.19378195130394e-313
"107",3.39659548899631e-311,7.55389069637697e-41,1.51853312187339e-127,4.07426915811028e-311,1.91887256519734e-30,1.0403690648131e-34,1,1.9751052957711e-30,2.80231965498881e-311
"108",1.03258651313303e-299,1.17966182250783e-36,3.45400731180309e-120,1.22657698613495e-299,5.24664957186223e-26,4.34067099753101e-30,1,5.4004031003013e-26,8.53666207127655e-300
"109",0,4.31119811828694e-46,1.32959743221411e-134,0,9.14034402125327e-39,6.32042101030486e-44,1,9.40820261553567e-39,0
"110",2.96995396877969e-313,2.03179408878354e-41,9.94083382210599e-128,3.5636730375469e-313,7.16224263612451e-36,4.71603179963247e-40,1,7.37213279103844e-36,2.44869489312202e-313
"111",0,4.45071419201217e-45,4.16771858604712e-132,0,2.03716201778247e-42,4.10403087236391e-48,1,2.09686123216906e-42,0
"112",0,1.30977146599792e-49,6.68716634277681e-142,0,6.00185887420725e-43,5.43009684690583e-48,1,6.17774388544392e-43,0
"113",0,3.08990441628709e-45,2.20557123775893e-133,0,5.72555486234328e-42,2.2939732644835e-47,1,5.89334275861054e-42,0
"114",4.55373412783893e-312,4.52721609037369e-41,3.21783337238973e-127,5.47631757184575e-312,8.39603044939194e-36,4.36169272653937e-40,1,8.64207686531611e-36,3.75447730081448e-312
"115",0,2.65466726966625e-50,4.36029126584351e-142,0,9.89833155293442e-43,3.10930784414253e-48,1,1.01884030410976e-42,0
"116",8.96199634398563e-308,1.89316894063555e-39,2.91652675157857e-125,1.0724925545795e-307,2.16463770927281e-28,3.08634409841691e-32,1,2.22807260857539e-28,7.40063935947632e-308
"117",0,4.67307116220442e-49,1.57821749505391e-136,0,3.3496814050877e-47,2.97629011257758e-53,1,3.44784411711204e-47,0
"118",0,2.45241554606771e-55,1.0348768709313e-148,0,3.02984286586032e-50,1.92556516574119e-56,1,3.11863268272222e-50,0
"119",0,1.99017336877917e-47,5.96357735052734e-136,0,7.35231608899475e-45,2.8645697564275e-51,1,7.56777636894986e-45,0
"120",6.32408225332621e-312,1.07825042181153e-40,2.25007467889365e-127,7.55544741186814e-312,2.15381088058198e-30,5.92520320950716e-34,1,2.21692849867725e-30,5.22294617858791e-312
"121",8.558471665678e-316,2.8219404785916e-43,8.73167805178195e-130,9.41431885694909e-316,5.72301219561091e-38,1.4548328384423e-43,1,5.89072557680553e-38,6.8467773325424e-316
"122",0,3.15056681246065e-47,1.08378432665347e-136,0,1.58468584890757e-43,3.34454181418057e-49,1,1.63112520942474e-43,0
"123",2.56196812931141e-306,1.32730810790194e-40,9.03550303923439e-124,3.08251251141887e-306,2.56827780305871e-44,6.68850564068984e-52,1,2.64354141315572e-44,2.1069840194467e-306
"124",0,8.62944230534636e-46,3.75589675596087e-133,0,1.86785468994532e-37,7.28528558562416e-43,1,1.92259233755073e-37,0
"125",0,2.91489556088182e-46,1.94191082930249e-135,0,6.97507592691843e-42,4.41075548348404e-47,1,7.17948114961029e-42,0
"126",6.75015031384153e-309,1.81581131303847e-39,4.70433041364976e-126,8.05550362799982e-309,1.21003002740783e-26,3.33167966102597e-30,1,1.24549006417626e-26,5.57763290104985e-309
"127",2.8292890698728e-314,1.87939408390985e-42,1.80864591923219e-128,3.40093571021097e-314,9.606661858902e-42,1.23911208737053e-47,1,9.88818594110071e-42,2.33000276327935e-314
"128",0,2.53692661128427e-46,1.04165801810973e-134,0,3.87282682974737e-43,3.4317754675231e-49,1,3.98632036560958e-43,0
"129",0,1.85312653967227e-48,1.17335071125676e-136,0,1.2969903668375e-47,7.97492984754983e-55,1,1.33499878568631e-47,0
"130",0,1.66416138906963e-44,3.07884192507392e-135,0,3.27931609199194e-31,5.20336441116066e-35,1,3.37541674133213e-31,0
"131",0,5.16875250899001e-48,2.11286125936795e-138,0,3.98866239939237e-42,3.50452256592304e-47,1,4.10555050662383e-42,0
"132",2.48682811468394e-315,4.09362416983742e-43,4.53102570961657e-129,2.9841937336682e-315,6.79107726829577e-42,1.00656441524275e-47,1,6.99009039314297e-42,2.03090962320405e-315
"133",0,3.37899115454715e-43,2.16355924513535e-132,0,3.53286138517312e-31,5.46918012475713e-35,1,3.63639220146647e-31,0
"134",0,2.0547981904149e-51,3.3439010558984e-142,0,1.38057422308367e-47,9.80247978633686e-54,1,1.42103207427535e-47,0
"135",0,4.82723093406708e-43,8.62264774265467e-131,0,5.27301324405674e-36,6.01165822924447e-40,1,5.42753936459534e-36,0
"136",0,2.02020819200309e-46,7.92899448032931e-136,0,7.41530307210609e-42,4.98485080648751e-47,1,7.63260919061759e-42,0
"137",0,2.49514413417013e-52,1.01189247702491e-144,0,8.81729983354617e-46,7.46620348821285e-51,1,9.07569159205443e-46,0
"138",0,3.10439367316876e-47,8.05239072505204e-134,0,4.42090159944675e-48,1.40461730090318e-55,1,4.55045651630666e-48,0
"139",1.14712632001915e-315,6.88398645340306e-43,2.45450156099286e-129,1.37655158204672e-315,4.09970689532606e-40,1.97000692553233e-45,1,4.21984917074686e-40,9.1770105305093e-316
"140",0,1.50128337617479e-49,3.02031710403945e-139,0,2.57495696872199e-47,2.79019334729644e-54,1,2.65041631346369e-47,0
"141",0,1.38661660097362e-43,1.468160814126e-132,0,2.43198687924982e-34,6.39274024382971e-38,1,2.50325647021859e-34,0
"142",6.91839396140146e-302,2.03116048859503e-37,1.25959350223208e-121,8.261899455346e-302,1.64149354091439e-26,1.5004900626689e-30,1,1.68959765397126e-26,5.71616002471087e-302
"143",0,8.0977965994993e-46,2.82655182398475e-133,0,4.89563995981508e-44,3.96738752583488e-50,1,5.03910712609929e-44,0
"144",4.34117330949825e-313,1.55658414499047e-42,2.33869617739366e-128,5.21404409830195e-313,1.60788678783625e-38,4.95485698544159e-44,1,1.65500605301311e-38,3.57781103538655e-313
"145",2.20216266926376e-305,1.95859830074799e-38,1.84720532385588e-123,2.63764727370905e-305,9.48508937064521e-31,8.73332385130801e-35,1,9.76305075165792e-31,1.81870075387227e-305
"146",0,2.45081564415277e-48,3.1031035923548e-140,0,2.02310479414101e-40,5.37963270167206e-45,1,2.0823920605386e-40,0
"147",0,1.26130113058901e-44,4.63986700236828e-132,0,2.14314125841331e-41,2.31777588626991e-47,1,2.20594620383949e-41,0
"148",3.17941644692528e-313,5.54432273396272e-41,2.58648097082384e-128,3.80209395822079e-313,2.21936784054204e-30,6.60830743113879e-34,1,2.28440661119879e-30,2.62527525231266e-313
"149",0,1.2157181464806e-45,9.62903883363178e-133,0,3.5200568571499e-45,1.21742465686504e-51,1,3.62321243755339e-45,0
"150",1.87780750357028e-316,5.08444942490355e-42,2.76880251920312e-130,1.87780750357028e-316,3.62382608582124e-31,1.32135860483052e-34,1,3.73002262973857e-31,9.38903727081857e-317
"151",0,1.85008126356309e-50,2.57439459959589e-140,0,1.69443582662867e-47,8.51515806736746e-54,1,1.74409142014419e-47,0
"152",0,9.83534163428389e-49,2.92118827886747e-138,0,2.47798166006942e-45,1.1753047015807e-51,1,2.55059913412632e-45,0
"153",1.47425580651489e-313,8.42218407886347e-41,6.75522564573715e-129,1.75602483436958e-313,2.614574639696e-27,1.35721045968022e-30,1,2.69119498037833e-27,1.21764472758021e-313
"154",0,2.51248400097257e-44,7.5978815142332e-132,0,1.02173434369202e-36,2.06155855074909e-42,1,1.05167635948411e-36,0
"155",0,6.30496517271614e-45,7.50514235891114e-134,0,4.48258323018174e-40,8.52388252011836e-45,1,4.61394573102918e-40,0
"156",0,1.08369406197545e-50,1.56934616519909e-141,0,4.92335453776242e-47,1.56833221284051e-53,1,5.06763388322951e-47,0
"157",7.37368410548748e-304,5.964237879322e-39,5.38132915002441e-123,8.83210077481089e-304,2.70534600726081e-32,9.07168416359057e-38,1,2.78462641197454e-32,6.08365887339605e-304
"158",0,1.39778292645111e-47,9.57541904286288e-135,0,1.9041010102582e-47,1.02516980795271e-54,1,1.95990086059905e-47,0
"159",0,1.53513985562052e-43,3.12391232785288e-132,0,6.65400325255107e-36,5.400788321923e-41,1,6.84899940936658e-36,0
"160",5.64895688444841e-306,2.1108430240824e-39,7.86657830103668e-125,6.76708936664908e-306,3.31242160333746e-29,1.9334768234259e-34,1,3.40949241237184e-29,4.66191655710381e-306
"161",1.02500883761343e-309,7.25219023370784e-40,7.4018518806963e-126,1.22530040981736e-309,1.51694022316812e-31,2.32772680050666e-35,1,1.561394290387e-31,8.46433430173453e-310
"162",1.26536468253217e-314,8.50458460266906e-42,2.07973077009511e-129,1.51226510870541e-314,1.71744766836735e-30,1.63664502752004e-34,1,1.76777762454648e-30,1.04932681000113e-314
"163",0,5.10812628740798e-45,7.6224007450053e-135,0,1.56496554000732e-35,5.99985234160684e-40,1,1.61082699434113e-35,0
"164",0,4.09485730463082e-46,1.11912107135276e-135,0,5.89819974707318e-40,1.08178440658894e-44,1,6.0710470161668e-40,0
"165",1.90251839447329e-316,1.98198766567493e-43,3.4258082012761e-130,1.90251839447329e-316,3.23812409976653e-39,6.72924377717485e-45,1,3.33301761450569e-39,9.51259221939925e-317
"166",0,1.25208775987096e-42,6.72415100927118e-131,0,8.88899035348388e-32,3.61029959459989e-35,1,9.14948300178458e-32,0
"167",0,7.62332171837201e-53,4.57416719247921e-145,0,3.65255898903291e-49,4.3040364563191e-56,1,3.75959755786472e-49,0
"168",0,6.87606491692924e-44,4.26053637095194e-132,0,4.39000738530133e-37,2.20826438012168e-41,1,4.51865694163733e-37,0
"169",0,8.98862383531579e-50,2.56891902692249e-140,0,3.5899241257895e-46,1.35393110420097e-52,1,3.69512717405139e-46,0
"170",0,1.49242768900841e-44,2.4796271950947e-132,0,1.64749234583779e-42,2.2981266918174e-48,1,1.69577225609305e-42,0
"171",0,1.60352063001925e-48,5.80643505975714e-138,0,2.50274646954387e-46,4.32524713110762e-53,1,2.5760896790592e-46,0
"172",4.72655831684778e-311,5.83830516109814e-41,1.82273620267184e-126,5.69209515753344e-311,1.92207066347642e-39,9.92173227382608e-45,1,1.97839711510792e-39,3.89163688683425e-311
"173",0,2.35207956211898e-48,4.22055466486532e-141,0,3.18919062051722e-40,2.5660162336392e-44,1,3.28265013607984e-40,0
"174",0,5.79435060476647e-51,5.28549044190873e-140,0,6.69947285920107e-50,1.9593327956088e-57,1,6.89580151144884e-50,0
"175",2.73830079430238e-315,2.93275930574093e-42,2.47757138234565e-129,3.30484578145672e-315,8.41589151485972e-36,3.16104469899785e-40,1,8.66251996249465e-36,2.26617996343933e-315
"176",0,5.28224121278962e-47,2.24508855437063e-135,0,1.58643037298232e-43,4.09955916819939e-49,1,1.63292085642823e-43,0
"177",0,5.25374278076265e-44,3.69161213165222e-131,0,4.70618282222553e-42,9.6123428804599e-48,1,4.84409792973905e-42,0
"178",0,1.65129967426494e-53,3.22239926934642e-147,0,1.75908232467408e-45,2.40363026696224e-50,1,1.81063238928198e-45,0
"179",7.48015191957575e-304,3.24227754639345e-38,1.58368721269349e-122,8.95371723443337e-304,1.63039725070143e-30,7.43044871636059e-35,1,1.67817618621263e-30,6.17454154632489e-304
"180",0,1.20616011399682e-45,5.13622350749863e-133,0,6.50189092249112e-40,8.13491487508332e-46,1,6.69242941418877e-40,0
"181",0,1.26451911494702e-43,1.27055559463293e-131,0,7.56290878827849e-34,9.47842317011896e-39,1,7.78454050259152e-34,0
"182",0,2.41375827539662e-48,3.28766904791777e-140,0,1.33967602055072e-41,2.93678688433079e-46,1,1.3789353459863e-41,0
"183",3.24975935075839e-314,2.78246622936569e-41,6.24212246012664e-129,3.8772344990077e-314,7.54030955056694e-30,2.96771556135796e-33,1,7.76127898813915e-30,2.67847600677091e-314
"184",0,5.41684782867214e-52,1.60068903740342e-142,0,2.5301025407524e-48,8.2073321989367e-55,1,2.60424742193522e-48,0
"185",0,2.7786086580664e-48,1.06031990521934e-136,0,8.80169197265571e-47,1.02825534145299e-53,1,9.0596263433938e-47,0
