"","x"
"355",9
"356",9
"357",9
"358",1
"359",5
"360",8
"361",2
"362",6
"363",9
"364",5
"365",5
"366",9
"367",5
"368",8
"369",1
"370",1
"371",2
"372",4
"373",8
"374",6
"375",2
"376",1
"377",3
"378",3
"379",8
"380",1
"381",8
"382",6
"383",9
"384",6
"385",9
"386",3
"387",1
"388",8
"389",9
"390",10
"391",5
"392",8
"393",1
"394",3
"395",5
"396",10
"397",8
"398",5
"399",9
"400",5
"401",5
"402",6
"403",9
"404",2
"405",8
"406",3
"407",7
"408",8
"409",9
"410",3
"411",5
"412",8
"413",9
"414",8
"415",1
"416",8
"417",7
"418",8
"419",1
"420",9
"421",1
"422",8
"423",9
"424",8
"425",3
"426",5
"427",8
"428",10
"429",1
"430",3
"431",9
"432",2
"433",6
"434",8
"435",6
"436",8
"437",1
"438",5
"439",1
"440",2
"441",5
"442",9
"443",8
"444",9
"445",5
"446",8
"447",9
"448",3
"449",1
"450",5
"451",9
"452",8
"453",5
"454",8
"455",5
"456",8
"457",5
"458",7
"459",5
"460",8
"461",2
"462",8
"463",1
"464",8
"465",8
"466",2
"467",10
"468",8
"469",1
"470",8
"471",9
"472",8
"473",5
"474",5
"475",8
"476",3
"477",8
"478",8
"479",3
"480",8
"481",5
"482",8
"483",5
"484",8
"485",1
"486",9
"487",1
"488",2
"489",1
"490",8
"491",3
"492",2
"493",10
"494",6
"495",5
"496",9
"497",8
"498",8
"499",3
"500",9
"501",3
"502",5
"503",2
"504",1
"505",5
"506",7
"507",5
"508",6
"509",3
"510",2
"511",8
"512",9
"513",8
"514",1
"515",2
"516",5
"517",4
"518",9
"519",1
"520",7
"521",6
"522",8
"523",5
"524",2
"525",1
"526",9
"527",5
"528",5
"529",6
"530",8
"531",1
"532",3
"533",5
"534",4
"535",7
"536",5
"537",5
"538",8
"539",2
"540",3
"541",2
"542",2
"543",5
"544",8
"545",8
"546",8
"547",6
"548",6
"549",8
"550",8
"551",1
"552",5
"553",8
"554",10
"555",9
"556",9
"557",6
"558",1
"559",2
"560",3
"561",1
"562",2
"563",5
"564",5
"565",9
"566",8
"567",8
"568",2
"569",8
"570",8
"571",8
"572",8
"573",5
"574",2
"575",8
"576",1
"577",5
"578",1
"579",7
"580",6
"581",8
"582",8
"583",5
"584",8
"585",8
"586",6
"587",8
"588",8
"589",1
"590",2
"591",8
"592",2
"593",5
"594",2
"595",2
"596",8
"597",8
"598",8
"599",8
"600",10
"601",4
"602",10
"603",8
"604",2
"605",8
"606",5
"607",6
"608",5
"609",9
"610",1
"611",8
"612",5
"613",6
"614",8
"615",6
"616",9
"617",3
"618",8
"619",1
"620",5
"621",2
"622",3
"623",1
"624",5
"625",8
"626",2
"627",1
"628",1
"629",8
"630",3
"631",1
"632",2
"633",2
"634",8
"635",5
"636",6
"637",6
"638",8
"639",8
"640",1
"641",5
"642",5
"643",10
"644",6
"645",8
"646",8
"647",8
"648",9
"649",6
"650",7
"651",5
"652",10
"653",8
"654",9
"655",8
"656",2
"657",8
"658",7
"659",8
"660",6
"661",6
"662",8
"663",8
"664",1
"665",1
"666",9
"667",9
"668",6
"669",5
"670",10
"671",5
"672",6
"673",9
"674",10
"675",5
"676",8
"677",8
"678",8
"679",2
"680",8
"681",8
"682",5
"683",9
"684",8
"685",8
"686",8
"687",1
"688",5
"689",1
"690",7
"691",8
"692",5
"693",10
"694",10
"695",8
"696",9
"697",3
"698",1
"699",2
"700",5
"701",9
"702",8
"703",6
"704",10
"705",9
"706",8
"707",2
"708",8
"709",2
"710",2
"711",2
"712",2
"713",9
"714",3
"715",1
"716",2
"717",9
"718",1
"719",6
"720",3
"721",8
"722",6
"723",6
"724",8
"725",8
"726",4
"727",5
"728",2
"729",3
"730",1
"731",5
"732",9
"733",8
"734",9
"735",5
"736",8
"737",8
"738",1
"739",5
"740",1
"741",3
"742",1
"743",7
"744",8
"745",6
"746",1
"747",8
"748",5
"749",1
"750",3
"751",8
"752",9
"753",8
"754",5
"755",2
"756",6
"757",9
"758",8
"759",8
"760",9
"761",4
"762",6
"763",9
"764",2
"765",8
"766",6
"767",3
"768",6
"769",6
"770",5
"771",1
"772",2
"773",9
"774",5
"775",9
"776",5
"777",6
"778",4
"779",7
"780",4
"781",7
"782",5
"783",5
"784",4
"785",10
"786",7
"787",7
"788",4
"789",7
"790",7
"791",5
"792",5
"793",3
"794",7
"795",4
"796",7
"797",4
"798",9
"799",4
"800",7
"801",6
"802",4
"803",7
"804",10
"805",4
"806",4
"807",4
"808",5
"809",4
"810",5
"811",1
"812",5
"813",1
"814",5
"815",4
"816",8
"817",5
"818",10
"819",8
"820",8
"821",8
"822",5
"823",8
"824",8
"825",5
"826",5
"827",6
"828",8
"829",2
"830",9
"831",5
"832",1
"833",1
"834",9
"835",5
"836",6
"837",8
"838",6
"839",8
"840",5
"841",1
"842",5
"843",5
"844",5
"845",5
"846",9
"847",8
"848",6
"849",8
"850",8
"851",8
"852",10
"853",4
"854",5
"855",5
"856",6
"857",1
"858",9
"859",5
"860",1
"861",7
"862",3
"863",1
"864",8
"865",2
"866",9
"867",2
"868",3
"869",2
"870",1
"871",2
"872",9
"873",2
"874",9
"875",5
"876",3
"877",9
"878",8
"879",8
"880",8
"881",6
"882",6
"883",9
"884",8
"885",8
"886",5
"887",1
"888",8
"889",8
"890",10
"891",8
"892",6
"893",1
"894",9
"895",5
"896",1
"897",1
"898",6
"899",10
"900",10
"901",8
"902",9
"903",2
"904",1
"905",1
"906",9
"907",4
"908",8
"909",1
"910",4
"911",9
"912",1
"913",1
"914",8
"915",5
"916",6
"917",4
"918",1
"919",8
"920",7
"921",5
"922",4
"923",5
"924",5
"925",5
"926",5
"927",1
"928",2
"929",9
"930",8
"931",9
"932",8
"933",6
"934",5
"935",8
"936",2
"937",6
"938",8
"939",5
"940",5
"941",5
"942",8
"943",7
"944",5
"945",7
"946",6
"947",5
"948",6
"949",5
"950",9
"951",8
"952",5
"953",8
"954",7
"955",9
"956",5
"957",10
"958",8
"959",1
"960",5
"961",5
"962",8
"963",3
"964",9
"965",5
"966",2
"967",2
"968",5
"969",10
"970",5
"971",8
"972",9
"973",6
"974",1
"975",5
"976",7
"977",6
"978",5
"979",8
"980",9
"981",6
"982",9
"983",10
"984",8
"985",6
"986",8
"987",8
"988",6
"989",8
"990",8
"991",3
"992",1
"993",10
"994",6
"995",5
"996",5
"997",9
"998",7
"999",7
"1000",2
"1001",5
"1002",8
"1003",7
"1004",4
"1005",4
"1006",8
"1007",8
"1008",10
"1009",8
"1010",8
"1011",1
"1012",3
"1013",5
"1014",5
"1015",7
"1016",1
"1017",7
"1018",9
"1019",1
"1020",4
"1021",3
"1022",10
"1023",9
"1024",9
"1025",5
"1026",8
"1027",9
"1028",8
"1029",9
"1030",8
"1031",6
"1032",8
"1033",4
"1034",10
"1035",9
"1036",7
"1037",8
"1038",3
"1039",6
"1040",1
"1041",4
"1042",6
"1043",2
"1044",3
"1045",1
"1046",2
"1047",6
"1048",9
"1049",6
"1050",9
"1051",8
"1052",8
"1053",5
"1054",9
"1055",4
"1056",8
"1057",6
"1058",9
"1059",8
"1060",8
"1061",5
"1062",4
"1063",4
"1064",2
"1065",4
"1066",7
"1067",8
"1068",5
"1069",5
"1070",1
"1071",9
"1072",6
"1073",2
"1074",7
"1075",8
"1076",5
"1077",5
"1078",8
"1079",9
"1080",8
"1081",6
"1082",8
"1083",10
"1084",9
"1085",5
"1086",7
"1087",6
"1088",9
"1089",8
"1090",8
"1091",5
"1092",2
"1093",2
"1094",8
"1095",8
"1096",6
"1097",1
"1098",8
"1099",8
"1100",8
"1101",6
"1102",9
"1103",8
"1104",8
"1105",9
"1106",9
"1107",2
"1108",5
"1109",9
"1110",1
"1111",4
"1112",5
"1113",9
"1114",8
"1115",8
"1116",5
"1117",1
"1118",6
"1119",3
"1120",6
"1121",5
"1122",6
"1123",1
"1124",4
"1125",8
"1126",5
"1127",1
"1128",8
"1129",9
"1130",10
"1131",1
"1132",9
"1133",8
"1134",8
"1135",7
"1136",8
"1137",8
"1138",8
"1139",5
"1140",2
"1141",4
"1142",1
"1143",5
"1144",1
"1145",5
"1146",9
"1147",1
"1148",9
"1149",8
"1150",8
"1151",6
"1152",9
"1153",2
"1154",4
"1155",2
"1156",4
"1157",1
"1158",5
"1159",1
"1160",8
"1161",9
"1162",6
"1163",3
"1164",5
"1165",9
"1166",8
"1167",9
"1168",8
"1169",8
"1170",2
"1171",1
"1172",10
"1173",5
"1174",8
"1175",9
"1176",7
"1177",8
"1178",5
"1179",4
"1180",5
"1181",2
"1182",2
"1183",1
"1184",8
"1185",8
"1186",8
"1187",1
"1188",4
"1189",5
"1190",5
"1191",1
"1192",9
"1193",3
"1194",6
"1195",5
"1196",8
"1197",6
"1198",5
"1199",5
"1200",8
"1201",10
"1202",1
"1203",1
"1204",3
"1205",8
"1206",1
"1207",5
"1208",9
"1209",4
"1210",7
"1211",2
"1212",5
"1213",10
"1214",6
"1215",6
"1216",5
"1217",5
"1218",6
"1219",6
"1220",6
"1221",3
"1222",3
"1223",3
"1224",6
"1225",3
"1226",10
"1227",10
"1228",3
"1229",8
"1230",1
"1231",3
"1232",3
"1233",8
"1234",3
"1235",3
"1236",3
"1237",3
"1238",6
"1239",3
"1240",8
"1241",6
"1242",8
"1243",6
"1244",3
"1245",3
"1246",1
"1247",1
"1248",6
"1249",3
"1250",6
"1251",3
"1252",3
"1253",1
"1254",7
"1255",6
"1256",6
"1257",3
"1258",1
"1259",9
"1260",3
"1261",3
"1262",9
"1263",1
"1264",3
"1265",5
"1266",10
"1267",3
"1268",3
"1269",6
"1270",6
"1271",6
"1272",1
"1273",3
"1274",6
"1275",3
"1276",3
"1277",3
"1278",3
"1279",3
"1280",6
"1281",6
"1282",1
"1283",3
"1284",1
"1285",6
"1286",3
"1287",3
"1288",3
"1289",3
"1290",3
"1291",6
"1292",8
"1293",8
"1294",6
"1295",3
"1296",6
"1297",3
"1298",6
"1299",3
"1300",6
"1301",3
"1302",3
"1303",3
"1304",3
"1305",6
"1306",3
"1307",3
"1308",3
"1309",3
"1310",3
"1311",3
"1312",3
"1313",3
"1314",3
"1315",8
"1316",6
"1317",3
"1318",3
"1319",6
"1320",6
"1321",3
"1322",6
"1323",3
"1324",3
"1325",6
"1326",3
"1327",6
"1328",3
"1329",3
"1330",6
"1331",8
"1332",6
"1333",8
"1334",3
"1335",3
"1336",3
"1337",3
"1338",3
"1339",3
"1340",6
"1341",1
"1342",6
"1343",3
"1344",3
"1345",3
"1346",1
"1347",3
"1348",10
"1349",1
"1350",3
"1351",3
"1352",3
"1353",3
"1354",3
"1355",6
"1356",3
"1357",3
"1358",6
"1359",1
"1360",3
"1361",6
"1362",3
"1363",3
"1364",3
"1365",3
"1366",3
"1367",5
"1368",3
"1369",3
"1370",1
"1371",3
"1372",3
"1373",3
"1374",10
"1375",6
"1376",10
"1377",4
"1378",6
"1379",10
"1380",6
"1381",6
"1382",6
"1383",6
"1384",10
"1385",10
"1386",6
"1387",4
"1388",6
"1389",6
"1390",6
"1391",10
"1392",7
"1393",3
"1394",10
"1395",10
"1396",10
"1397",6
"1398",7
"1399",4
"1400",6
"1401",3
"1402",6
"1403",6
"1404",10
"1405",10
"1406",5
"1407",6
"1408",6
"1409",6
"1410",10
"1411",10
"1412",4
"1413",10
"1414",10
"1415",6
"1416",5
"1417",10
"1418",6
"1419",4
"1420",6
"1421",5
"1422",10
"1423",10
"1424",6
"1425",6
"1426",4
"1427",10
"1428",10
"1429",6
"1430",10
"1431",4
"1432",10
"1433",10
"1434",6
"1435",10
"1436",4
"1437",4
"1438",6
"1439",5
"1440",6
"1441",6
"1442",6
"1443",6
"1444",8
"1445",3
"1446",6
"1447",10
"1448",7
"1449",6
"1450",6
"1451",10
"1452",6
"1453",10
"1454",6
"1455",6
"1456",4
"1457",10
"1458",6
"1459",8
"1460",2
"1461",7
"1462",10
"1463",6
"1464",10
"1465",6
"1466",4
"1467",5
"1468",6
"1469",6
"1470",4
"1471",3
"1472",7
"1473",6
"1474",6
"1475",4
"1476",4
"1477",6
"1478",6
"1479",7
"1480",10
"1481",4
"1482",6
"1483",10
"1484",7
"1485",3
"1486",10
"1487",10
"1488",4
"1489",5
"1490",6
"1491",10
"1492",5
"1493",5
"1494",10
"1495",6
"1496",10
"1497",10
"1498",10
"1499",10
"1500",10
"1501",10
"1502",10
"1503",6
"1504",10
"1505",10
"1506",6
"1507",3
"1508",10
"1509",10
"1510",10
"1511",10
"1512",9
"1513",10
"1514",10
"1515",10
"1516",5
"1517",6
"1518",7
"1519",10
"1520",3
"1521",6
"1522",6
"1523",6
"1524",6
"1525",7
"1526",6
"1527",7
"1528",10
"1529",10
"1530",6
"1531",10
"1532",6
"1533",1
"1534",10
"1535",10
"1536",10
"1537",10
"1538",3
"1539",10
"1540",10
"1541",10
"1542",3
"1543",5
"1544",6
"1545",10
"1546",6
"1547",10
"1548",3
"1549",10
"1550",6
"1551",7
"1552",6
"1553",10
"1554",10
"1555",10
"1556",10
"1557",10
"1558",5
"1559",10
"1560",10
"1561",3
"1562",10
"1563",3
"1564",3
"1565",3
"1566",3
"1567",3
"1568",3
"1569",8
"1570",2
"1571",1
"1572",7
"1573",10
"1574",6
"1575",3
"1576",3
"1577",3
"1578",3
"1579",3
"1580",3
"1581",3
"1582",3
"1583",3
"1584",3
"1585",3
"1586",3
"1587",3
"1588",6
"1589",3
"1590",6
"1591",3
"1592",3
"1593",3
"1594",3
"1595",6
"1596",2
"1597",1
"1598",3
"1599",3
"1600",3
"1601",3
"1602",3
"1603",3
"1604",3
"1605",3
"1606",1
"1607",3
"1608",2
"1609",3
"1610",3
"1611",3
"1612",3
"1613",3
"1614",3
"1615",3
"1616",3
"1617",3
"1618",3
"1619",3
"1620",3
"1621",3
"1622",3
"1623",3
"1624",5
"1625",6
"1626",3
"1627",3
"1628",3
"1629",3
"1630",3
"1631",4
"1632",9
"1633",3
"1634",3
"1635",3
"1636",3
"1637",1
"1638",1
"1639",4
"1640",3
"1641",3
"1642",3
"1643",1
"1644",3
"1645",3
"1646",5
"1647",3
"1648",6
"1649",3
"1650",8
"1651",8
"1652",3
"1653",6
"1654",8
"1655",2
"1656",1
"1657",8
"1658",1
"1659",1
"1660",3
"1661",3
"1662",1
"1663",3
"1664",3
"1665",5
"1666",6
"1667",6
"1668",3
"1669",6
"1670",3
"1671",10
"1672",10
"1673",6
"1674",3
"1675",5
"1676",6
"1677",3
"1678",6
"1679",7
"1680",1
"1681",1
"1682",6
"1683",6
"1684",6
"1685",6
"1686",6
"1687",6
"1688",7
"1689",10
"1690",6
"1691",5
"1692",7
"1693",10
"1694",6
"1695",10
"1696",1
"1697",6
"1698",10
"1699",3
"1700",3
"1701",3
"1702",6
"1703",10
"1704",6
"1705",6
"1706",6
"1707",3
"1708",6
"1709",6
"1710",10
"1711",1
"1712",2
"1713",2
"1714",9
"1715",8
"1716",1
"1717",1
"1718",9
"1719",1
"1720",1
"1721",1
"1722",10
"1723",2
"1724",1
"1725",1
"1726",10
"1727",9
"1728",9
"1729",9
"1730",9
"1731",1
"1732",2
"1733",9
"1734",7
"1735",1
"1736",1
"1737",1
"1738",1
"1739",9
"1740",1
"1741",2
"1742",9
"1743",2
"1744",1
"1745",9
"1746",1
"1747",9
"1748",2
"1749",1
"1750",9
"1751",9
"1752",1
"1753",9
"1754",9
"1755",2
"1756",9
"1757",1
"1758",7
"1759",9
"1760",1
"1761",10
"1762",9
"1763",1
"1764",9
"1765",2
"1766",1
"1767",9
"1768",2
"1769",1
"1770",1
"1771",9
"1772",9
"1773",9
"1774",1
"1775",1
"1776",2
"1777",9
"1778",2
"1779",1
"1780",2
"1781",7
"1782",9
"1783",10
"1784",1
"1785",9
"1786",6
"1787",1
"1788",1
"1789",10
"1790",10
"1791",1
"1792",1
"1793",1
"1794",6
"1795",6
"1796",9
"1797",1
"1798",7
"1799",1
"1800",6
"1801",9
"1802",6
"1803",1
"1804",1
"1805",9
"1806",9
"1807",3
"1808",9
"1809",1
"1810",1
"1811",1
"1812",2
"1813",9
"1814",9
"1815",6
"1816",1
"1817",1
"1818",9
"1819",2
"1820",9
"1821",1
"1822",9
"1823",10
"1824",1
"1825",10
"1826",1
"1827",1
"1828",9
"1829",1
"1830",9
"1831",6
"1832",9
"1833",9
"1834",9
"1835",7
"1836",9
"1837",1
"1838",9
"1839",9
"1840",7
"1841",1
"1842",1
"1843",1
"1844",1
"1845",1
"1846",6
"1847",6
"1848",6
"1849",1
"1850",1
"1851",9
"1852",9
"1853",1
"1854",1
"1855",1
"1856",9
"1857",10
"1858",1
"1859",9
"1860",9
"1861",1
"1862",1
"1863",9
"1864",10
"1865",3
"1866",1
"1867",1
"1868",1
"1869",8
"1870",7
"1871",1
"1872",1
"1873",1
"1874",9
"1875",10
"1876",2
"1877",4
"1878",1
"1879",8
"1880",1
"1881",1
"1882",1
"1883",9
"1884",1
"1885",7
"1886",6
"1887",2
"1888",1
"1889",1
"1890",1
"1891",1
"1892",6
"1893",1
"1894",9
"1895",9
"1896",1
"1897",2
"1898",4
"1899",1
"1900",9
"1901",9
"1902",1
"1903",2
"1904",1
"1905",9
"1906",9
"1907",9
"1908",1
"1909",1
"1910",1
"1911",9
"1912",1
"1913",1
"1914",9
"1915",6
"1916",1
"1917",1
"1918",10
"1919",2
"1920",1
"1921",2
"1922",9
"1923",1
"1924",1
"1925",10
"1926",3
"1927",1
"1928",1
"1929",1
"1930",1
"1931",6
"1932",1
"1933",6
"1934",6
"1935",1
"1936",6
"1937",1
"1938",1
"1939",2
"1940",9
"1941",1
"1942",9
"1943",9
"1944",1
"1945",9
"1946",1
"1947",1
"1948",1
"1949",1
"1950",6
"1951",6
"1952",1
"1953",10
"1954",1
"1955",9
"1956",10
"1957",9
"1958",9
"1959",10
"1960",1
"1961",9
"1962",7
"1963",3
"1964",9
"1965",9
"1966",3
"1967",9
"1968",9
"1969",1
"1970",9
"1971",7
"1972",2
"1973",10
"1974",2
"1975",9
"1976",1
"1977",10
"1978",9
"1979",9
"1980",3
"1981",1
"1982",1
"1983",9
"1984",9
"1985",9
"1986",1
"1987",1
"1988",10
"1989",9
"1990",10
"1991",9
"1992",1
"1993",1
"1994",7
"1995",1
"1996",9
"1997",9
"1998",1
"1999",9
"2000",1
"2001",2
"2002",1
"2003",6
"2004",6
"2005",10
"2006",3
"2007",2
"2008",3
"2009",7
"2010",6
"2011",9
"2012",3
"2013",9
"2014",6
"2015",2
"2016",1
"2017",2
"2018",1
"2019",9
"2020",1
"2021",9
"2022",1
"2023",9
"2024",6
"2025",9
"2026",1
"2027",9
"2028",1
"2029",9
"2030",1
"2031",1
"2032",1
"2033",6
"2034",9
"2035",9
"2036",10
"2037",3
"2038",9
"2039",1
"2040",2
"2041",7
"2042",1
"2043",2
"2044",8
"2045",2
"2046",1
"2047",1
"2048",1
"2049",1
"2050",1
"2051",2
"2052",6
"2053",1
"2054",1
"2055",9
"2056",3
"2057",8
"2058",1
"2059",1
"2060",1
"2061",1
"2062",1
"2063",9
"2064",9
"2065",6
"2066",1
"2067",1
"2068",2
"2069",1
"2070",1
"2071",2
"2072",9
"2073",9
"2074",1
"2075",6
"2076",1
"2077",1
"2078",1
"2079",7
"2080",1
"2081",6
"2082",4
"2083",1
"2084",1
"2085",2
"2086",6
"2087",9
"2088",6
"2089",9
"2090",3
"2091",1
"2092",10
"2093",9
"2094",2
"2095",1
"2096",10
"2097",1
"2098",10
"2099",1
"2100",6
"2101",9
"2102",2
"2103",6
"2104",1
"2105",9
"2106",1
"2107",1
"2108",9
"2109",9
"2110",5
"2111",9
"2112",1
"2113",2
"2114",1
"2115",6
"2116",1
"2117",1
"2118",1
"2119",1
"2120",2
"2121",3
"2122",1
"2123",1
"2124",6
"2125",1
"2126",1
"2127",9
"2128",1
"2129",8
"2130",2
"2131",1
"2132",8
"2133",1
"2134",1
"2135",8
"2136",2
"2137",1
"2138",1
"2139",1
"2140",8
"2141",1
"2142",9
"2143",2
"2144",1
"2145",2
"2146",1
"2147",1
"2148",1
"2149",1
"2150",3
"2151",1
"2152",1
"2153",2
"2154",2
"2155",1
"2156",2
"2157",1
"2158",6
"2159",1
"2160",1
"2161",10
"2162",1
"2163",2
"2164",1
"2165",1
"2166",1
"2167",1
"2168",3
"2169",1
"2170",1
"2171",1
"2172",3
"2173",1
"2174",2
"2175",2
"2176",2
"2177",2
"2178",3
"2179",9
"2180",9
"2181",1
"2182",2
"2183",1
"2184",2
"2185",1
"2186",9
"2187",2
"2188",2
"2189",2
"2190",2
"2191",1
"2192",2
"2193",2
"2194",2
"2195",9
"2196",2
"2197",2
"2198",2
"2199",2
"2200",2
"2201",2
"2202",2
"2203",2
"2204",1
"2205",9
"2206",2
"2207",2
"2208",5
"2209",2
"2210",2
"2211",1
"2212",8
"2213",2
"2214",1
"2215",2
"2216",2
"2217",2
"2218",2
"2219",2
"2220",2
"2221",2
"2222",9
"2223",1
"2224",7
"2225",9
"2226",2
"2227",8
"2228",9
"2229",2
"2230",2
"2231",2
"2232",2
"2233",9
"2234",1
"2235",9
"2236",2
"2237",2
"2238",1
"2239",8
"2240",1
"2241",9
"2242",2
"2243",1
"2244",2
"2245",2
"2246",2
"2247",2
"2248",2
"2249",2
"2250",2
"2251",7
"2252",2
"2253",2
"2254",1
"2255",2
"2256",2
"2257",2
"2258",2
"2259",5
"2260",8
"2261",9
"2262",2
"2263",2
"2264",2
"2265",2
"2266",2
"2267",1
"2268",2
"2269",1
"2270",2
"2271",2
"2272",8
"2273",2
"2274",2
"2275",2
"2276",1
"2277",2
"2278",9
"2279",2
"2280",1
"2281",9
"2282",1
"2283",2
"2284",2
"2285",1
"2286",1
"2287",1
"2288",1
"2289",8
"2290",2
"2291",2
"2292",1
"2293",2
"2294",2
"2295",2
"2296",2
"2297",2
"2298",1
"2299",1
"2300",2
"2301",1
"2302",9
"2303",1
"2304",2
"2305",2
"2306",2
"2307",1
"2308",2
"2309",1
"2310",9
"2311",2
"2312",3
"2313",2
"2314",2
"2315",5
"2316",9
"2317",2
"2318",1
"2319",2
"2320",2
"2321",2
"2322",2
"2323",9
"2324",1
"2325",9
"2326",2
"2327",2
"2328",2
"2329",2
"2330",2
"2331",9
"2332",2
"2333",2
"2334",2
"2335",2
"2336",2
"2337",10
"2338",6
"2339",1
"2340",2
"2341",1
"2342",2
"2343",2
"2344",2
"2345",2
"2346",2
"2347",2
"2348",2
"2349",2
"2350",2
"2351",2
"2352",1
"2353",2
"2354",2
"2355",2
"2356",2
"2357",2
"2358",2
"2359",8
"2360",2
"2361",3
"2362",2
"2363",2
"2364",9
"2365",2
"2366",2
"2367",2
"2368",9
"2369",2
"2370",2
"2371",2
"2372",10
"2373",2
"2374",2
"2375",2
"2376",2
"2377",2
"2378",2
"2379",2
"2380",2
"2381",2
"2382",2
"2383",2
"2384",2
"2385",2
"2386",2
"2387",2
"2388",2
"2389",1
"2390",2
"2391",1
"2392",1
"2393",2
"2394",2
"2395",9
"2396",2
"2397",2
"2398",2
"2399",2
"2400",2
"2401",2
"2402",7
"2403",2
"2404",2
"2405",2
"2406",8
"2407",2
"2408",2
"2409",4
"2410",2
"2411",7
"2412",2
"2413",2
"2414",2
"2415",2
"2416",2
"2417",2
"2418",2
"2419",2
"2420",2
"2421",2
"2422",9
"2423",2
"2424",1
"2425",2
"2426",2
"2427",2
"2428",2
"2429",2
"2430",2
"2431",2
"2432",2
"2433",2
"2434",2
"2435",1
"2436",2
"2437",2
"2438",8
"2439",5
"2440",1
"2441",2
"2442",2
"2443",2
"2444",2
"2445",2
"2446",2
"2447",1
"2448",2
"2449",2
"2450",1
"2451",7
"2452",2
"2453",2
"2454",2
"2455",2
"2456",1
"2457",2
"2458",2
"2459",2
"2460",2
"2461",3
"2462",2
"2463",1
"2464",2
"2465",2
"2466",2
"2467",8
"2468",7
"2469",2
"2470",1
"2471",2
"2472",2
"2473",2
"2474",9
"2475",8
"2476",2
"2477",2
"2478",1
"2479",2
"2480",2
"2481",1
"2482",2
"2483",2
"2484",2
"2485",8
"2486",1
"2487",2
"2488",2
"2489",2
"2490",2
"2491",2
"2492",2
"2493",6
"2494",2
"2495",2
"2496",1
"2497",1
"2498",1
