"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"15",7.54242193234555e-08,0.000245237759055431,0.999602310696378,9.02594326129538e-21,1.6964084430455e-38,3.59303529171434e-27,3.67285767948395e-35,2.51403457869297e-42,2.96160535038935e-118,1.57153296929885e-08,1.13557121429065e-08,2.99456297159681e-11,2.29667270368892e-44,0.00015234901935994,4.44990504577263e-43
"16",1.70321871690175e-13,0.71981760058248,0.280177799886279,3.17505878426342e-14,2.78412215967519e-48,3.18244706759979e-36,1.39941867927158e-30,2.82592516879275e-46,3.13426244868281e-153,5.72458956041242e-14,4.43239322469521e-06,4.53917121010721e-10,1.3655969007816e-56,1.66683839963251e-07,5.58423554598758e-41
"17",4.58154305289764e-10,0.000447852219147397,0.000957708376276193,8.32702598774668e-13,9.52363096861318e-41,1.07039730944949e-45,2.76669038072177e-47,1.12964262132875e-64,3.4819411919393e-133,4.44525797858886e-19,9.10945294394407e-16,1.0513557310877e-08,2.05260417719905e-56,0.998594428432031,2.63323564076798e-58
"18",0.00102044062975534,1.18448472865524e-36,1.92491871370494e-07,9.98987700715443e-105,1.19008169737855e-16,0.549891031147214,6.53026822916577e-21,1.00873983684187e-07,8.98111187249506e-44,0.449088227669989,7.15688855345755e-09,2.55455948990844e-36,3.02974335356428e-11,6.5051261280097e-33,5.68814091181701e-20
"19",6.61713429518995e-09,1.2146248929371e-35,1.11523149645131e-56,7.41119363006792e-12,2.52484381305747e-39,6.8125213005005e-127,2.49563080161561e-86,1.01805997628408e-142,2.47419241904108e-161,7.18620939796613e-64,7.71652442080431e-43,6.33655943169051e-05,2.41866113817174e-92,0.999936627781138,7.32089864461664e-104
"20",5.234011841737e-77,3.52534207286245e-41,7.80373902524868e-159,6.50777663134921e-05,2.22121803229021e-117,4.03214345597813e-281,5.73918733542226e-93,2.99981640578432e-265,0,4.537104907161e-224,2.73059435459384e-49,0.999934922233687,4.68386647669697e-222,5.32303200505762e-39,2.65119423785283e-147
"21",1.58598435130567e-23,0,4.97273656690437e-277,0,0.0294670343351508,3.46826878282031e-36,2.34542883982245e-64,9.58747440259723e-36,0.97053100758931,1.02100799060252e-191,1.45565377623125e-84,2.73454151253385e-169,1.95807553892799e-06,6.86841798900278e-207,2.50373499648841e-38
"22",4.05491525382708e-10,8.10543553713677e-11,6.60620880679591e-15,1.78617111234954e-12,6.57372338378194e-40,1.02657868742586e-65,9.4819974994984e-61,9.66685317669953e-92,1.86028104106798e-140,4.67789277037459e-32,1.65198493719249e-24,1.09899282064449e-07,2.58689286672127e-67,0.999999889612379,1.05785155225227e-72
"23",0.0385237911176127,1.00374059516623e-14,0.889661333042016,2.93031905864513e-41,2.51468454378587e-25,1.10708063368191e-20,2.03975273459744e-40,7.14000137775143e-41,1.78427759006093e-80,2.04600564338821e-08,9.65506362880551e-13,3.66280528090504e-16,1.61029171430799e-30,0.0718148553793391,1.95279021510876e-46
"24",0.0114699752320393,3.60987632254251e-39,1.66595866635176e-08,2.07078355783928e-107,7.01429823784232e-15,0.823525543034762,1.45664045840634e-22,8.90317202664831e-09,4.05302528170729e-41,0.165004454901205,8.26899018687323e-10,3.96053628698604e-36,4.42328556705476e-10,1.21689711906203e-29,2.59108221566355e-21
"25",1.01513932133225e-06,7.54327833615129e-12,0.0312685306297528,1.28627941467667e-58,5.81859460689573e-32,8.28554363633561e-10,2.52772215289304e-17,1.43806233470621e-12,2.56023757881246e-86,0.957609002160232,0.0111214512331584,7.88811314897837e-23,1.31155980002804e-27,5.29127231322724e-31,3.04992000206927e-21
"26",1.06600673825957e-74,1.93522805148912e-66,1.94564283809244e-81,7.09785743757305e-178,6.36239250052127e-66,8.07535227227111e-39,0.829524936127723,7.15409406300365e-14,1.73158668224347e-116,1.03776292745544e-05,0.169990223166397,2.42140247240864e-56,4.38556269293596e-40,1.9076243597296e-178,0.000474463076534043
"27",5.81972307039452e-59,6.03239538834404e-20,3.42977164368629e-90,0.93103561471054,6.08558455530901e-99,7.87658816524204e-195,3.13263228672917e-74,1.9054946785078e-196,0,9.65004508265173e-153,8.11618956833207e-35,0.0689643852894599,2.12752700999791e-173,7.37876302620084e-23,4.67908188913942e-115
"28",1.08725565346708e-32,0,1.642525520832e-263,0,1.43114779334258e-07,1.28549430401989e-32,3.81479266816458e-53,3.18733557372073e-26,0.999886750421799,1.06502906675387e-174,3.27845104986624e-79,4.62011967198271e-171,0.000113106463421346,9.76573039001063e-226,1.41572247132322e-27
"29",2.45513994446886e-223,2.1296776658233e-213,2.91776370022771e-301,0,8.32649254179705e-138,3.46696326166224e-163,0.999999999999999,7.99471628998142e-74,1.44580329596229e-252,7.1094627150983e-81,3.70688857762977e-20,2.9529801686787e-111,2.70194148787793e-108,0,6.95589053997628e-16
"30",0.997649336059348,3.53705952922172e-41,2.76201836432116e-08,7.04749617115094e-97,4.93621556422185e-13,0.00158023967519066,3.11180625269056e-32,9.40410300818477e-20,2.43353001165454e-40,0.000770396638864914,1.55024260276907e-13,6.67895356648223e-33,5.75896455873368e-12,4.89136762418796e-15,3.58242622046043e-32
"31",3.37882858942432e-54,0,1.86287846250852e-279,0,5.40914123012939e-18,3.88431260100342e-35,5.87933368974088e-44,1.72189542456374e-21,0.997336769405481,2.8606124373364e-160,8.48611106966992e-75,9.81147388131137e-178,0.0026632305945184,4.88324500017928e-275,9.00366620293272e-17
"32",4.35862036917766e-18,1.29723324827582e-10,7.02792624239578e-22,0.00749468317574281,1.84500132841702e-52,1.26621898837477e-89,1.07450073668364e-64,1.09032235533713e-112,1.18437432521614e-190,3.33778670307057e-47,2.2166980478391e-27,4.15993696532147e-06,3.67842034212948e-88,0.992501156757569,8.11530582571346e-82
"33",1.69901760542042e-36,1.75805792196888e-54,6.95485962386223e-40,4.77464223360247e-159,3.00692705866864e-35,1.03310995392625e-06,0.000306750536562825,0.358462907188549,1.55312733324427e-58,0.639328683063003,0.000219845979712512,1.20863593353589e-51,1.53396493222942e-15,1.3953634183436e-118,0.00168078012221752
"34",7.35790692204266e-14,1.08405765401515e-24,6.69426385824788e-10,2.16673463868946e-94,4.85569956060111e-30,1.99361012920984e-05,6.29639598420943e-12,9.84369661112356e-06,7.950664221705e-72,0.998935512760079,0.00103470676619771,9.51646831118688e-34,1.79479279343427e-21,3.44110274764717e-55,2.33936786749336e-14
"35",5.61926495883538e-35,0,6.76232234197635e-267,0,8.1307213995177e-09,1.99563417343689e-33,1.14977769698545e-51,1.20298460751705e-24,0.999577707576698,6.40320599696887e-170,1.06328893601904e-78,3.43492176934584e-170,0.000422284292580282,5.22188590667835e-228,7.23362726579097e-26
"36",1.4177631044438e-19,3.03004700651004e-16,2.2391183624146e-11,9.13220845368614e-81,1.63602143246928e-39,4.69669804632903e-13,1.01883598763558e-08,1.9675288687695e-09,1.39318114315027e-95,0.354726658469114,0.645273329351129,2.25044164199947e-28,2.26935294844596e-31,1.22776391628074e-61,1.00649671219307e-12
"37",9.85126112649866e-36,0,3.5845327568513e-270,0,9.68152531113791e-09,5.3036887277923e-34,1.5850711514894e-52,4.71465026069826e-26,0.999866267222177,2.0383064387046e-176,3.58664698926201e-80,1.20247100118979e-173,0.000133723096297792,6.16181125467714e-234,2.28828794923324e-26
"38",0.961696372136567,9.64220187485079e-123,2.36999344018289e-60,2.51427041053455e-238,0.0382490308133232,3.94240267117114e-07,1.07800814652397e-45,5.08202992129646e-25,2.45260515963292e-09,3.32259233268605e-36,1.13878384608308e-33,2.54320210769239e-66,5.42003572378738e-05,2.83599721519625e-46,5.23153593128499e-36
"39",8.05779530319699e-25,2.52682003991337e-07,6.11928288030855e-22,0.882146339067251,3.19114800393785e-61,5.07245595149315e-96,1.51819716561133e-60,6.53927831562626e-116,1.44197946207318e-218,6.74460349809232e-54,8.03691120510582e-25,2.23790142644513e-06,1.56459424834222e-97,0.117851170349319,7.64234149485427e-81
"40",5.35270357733005e-12,0.21248341199463,0.787436043122075,6.81236734072157e-18,5.70585756172771e-46,3.28345563057654e-31,5.1666740588456e-28,2.41165568979995e-39,5.73600298162313e-143,6.77567311334796e-11,8.05442750366329e-05,1.27964756088296e-10,9.87420882913124e-53,4.07183373419162e-10,4.98243600810025e-37
"41",9.7279560085259e-39,0,7.26456967418645e-303,0,3.30202687126172e-08,4.37436848809152e-39,1.5245077757464e-56,2.03234980050462e-31,0.999998844300234,4.08577721209497e-202,2.52296384550694e-87,9.63533783380132e-185,1.12267949716956e-06,5.90231231878277e-251,6.95553720755593e-31
"42",4.76591837108915e-08,2.55733226034645e-46,1.55339611630808e-13,2.84355012495862e-130,5.71384726801971e-17,0.967275018368605,3.65246782616102e-17,0.000926857715610668,2.98143189350915e-38,0.0317980735987599,5.97956329949666e-10,8.44478327517178e-44,2.05972836336127e-09,2.34453153992815e-48,7.80568034228474e-16
"43",2.55451521067877e-11,2.7153541533415e-05,1.64399292497167e-07,6.40592980966800e-11,2.19875761381183e-42,1.9472606104089e-55,1.12853394355857e-52,1.16647858328829e-76,1.13206917144867e-142,2.93841136880507e-25,2.24332052563718e-19,3.22358004063366e-08,5.83043517668675e-63,0.999972649733769,6.3265146366725e-65
"44",1.33801629459866e-17,0,6.95583142392647e-252,0,0.999898681323701,1.13769506617133e-38,7.03518245916209e-75,6.5791346998311e-49,0.000101314673838305,8.39155209087799e-172,1.62715168003906e-83,3.74045136363136e-151,4.00246067173847e-09,7.52438230698312e-167,2.23706936139589e-51
"45",4.57413576247255e-62,1.30527674101578e-11,1.19355481347008e-82,0.925929738807398,1.12108650783094e-101,1.86617184224473e-182,6.8120692704098e-65,1.8833404595926e-185,0,1.07244534209317e-150,3.57000950624983e-28,0.0740702611795495,1.0446600426142e-170,1.72505185137413e-24,8.85308609510679e-106
"46",0.560322004150845,9.02879744901887e-21,0.437062389177953,9.5286575538368e-57,1.41764614099224e-21,2.15436617610479e-08,1.54594689736489e-32,1.96142992432003e-26,1.42520546687363e-66,0.0026155313615196,2.08614279316935e-09,9.98395818263583e-22,1.83210129351736e-22,5.1679877371481e-08,1.20542352951423e-35
"47",2.08004389684162e-51,1.45975722388184e-07,7.12118154055883e-57,0.998589722069587,1.79536208756584e-91,1.40406774536174e-148,1.71167993069145e-58,2.02234185087316e-154,5.3507309444607e-321,2.27309615525072e-116,5.05607698622888e-24,0.00141013195469032,9.65121031330893e-148,1.07897692809793e-16,4.76768679241174e-93
"48",5.76127222651273e-23,2.16890112475687e-142,7.37488788980615e-83,1.46368676604858e-308,1.5635699347988e-12,0.000367193896418851,1.01283133819206e-22,0.0830212125016331,1.70949812578696e-05,3.71992323152843e-36,2.74912833926038e-30,1.17530360422106e-89,0.916594495725237,1.96255626343547e-120,2.893889801961e-09
"49",5.51068684150731e-140,4.74058862818138e-120,0,4.03414681909724e-44,2.93535154792139e-158,0,6.51376433674584e-138,0,0,0,1.34625355239453e-90,1,0,4.60920234211793e-102,2.03891312324467e-225
"50",2.75517605370203e-20,1.46250593200369e-28,1.82908179746738e-16,2.45850771247839e-104,2.3907861023875e-33,6.46192584005285e-06,1.1770951963771e-08,0.000421250261015276,9.5854348617358e-72,0.994147090818335,0.00542518466425805,9.41954733844028e-37,8.0246037309405e-21,1.35599567561456e-71,5.59599335237618e-10
"51",4.25428422952035e-26,0,1.98584745689431e-318,0,0.997983848321439,1.88973774100706e-46,3.25076266639743e-80,2.50346496640624e-54,0.00201615158758074,7.59859707826034e-224,5.79463118364075e-98,5.2333391994722e-175,9.09806918762041e-11,3.55108625305056e-207,1.651638963441e-55
"52",1.3077017709186e-186,7.55306123672661e-95,1.63693037933303e-254,1.09461112505849e-220,4.97738099361844e-169,1.09992241500832e-235,0.999988557080019,2.5177691205424e-160,0,1.34138821021086e-216,1.14429199810377e-05,1.25273882792625e-62,1.8547430847128e-196,8.40908125686337e-286,2.07825009752266e-49
"53",7.92766222485689e-37,1.22793761518375e-153,1.2732531556322e-98,0,6.93368600320687e-19,2.60234391687207e-07,6.80916364820333e-19,0.331825549826738,5.13465856103933e-06,4.00749288167335e-34,1.12162440140533e-29,3.25461115020577e-96,0.668157413760639,2.759727332663e-154,1.16415196700912e-05
"54",2.6637390788584e-26,8.38129928022898e-12,3.38728973635722e-30,0.97677194634984,9.17166086672761e-63,4.57973461596124e-109,1.12991501330044e-66,6.89884345443837e-129,8.75102332158631e-228,2.67806184333169e-62,4.08925737159325e-29,4.09578241013803e-06,1.74133304981327e-105,0.0232239578593682,2.33757664344336e-88
"55",1.23018754949736e-12,0.540261980290121,0.290451452383783,1.7731397444736e-09,2.63919724645314e-46,6.56098913825581e-42,1.64596235935643e-38,3.09259746132418e-56,1.37290064070591e-149,1.13008130059665e-16,3.53541587029171e-10,8.59672265991549e-08,7.52727423664644e-59,0.169286479230958,4.22972703675291e-50
"56",1.26651734429908e-20,1.48705993154059e-108,1.93430698366444e-58,1.46853530165594e-246,8.81292476386972e-13,0.0257716953524644,1.89072051064557e-19,0.645812407459136,1.75334716108948e-11,6.9147009094018e-22,4.54344487834566e-23,1.57553663772507e-75,0.328415893005343,1.27152304868003e-101,4.16464139026374e-09
"57",2.20019617313106e-54,1.75574318460914e-62,3.27009471782137e-61,2.3182692855788e-172,4.45186515472768e-49,2.29506777616227e-19,0.62817356473555,0.000524663699443594,1.33423106400148e-79,0.0936979426656708,0.0940581586987446,7.44319183961481e-54,2.2593890289651e-23,2.62116869734677e-150,0.183545670200591
"58",3.83408921005588e-12,0.387668208281882,0.611857273052792,3.15526395942178e-12,6.94737902022281e-46,1.46041750901648e-36,9.51414770468996e-35,4.33693029367882e-49,1.47094175073932e-145,9.77839290781745e-14,3.20401388949921e-08,6.89794674262152e-09,1.91344127820888e-55,0.000474479720153846,3.38735087504564e-45
"59",2.73950012325925e-36,1.40056913698819e-196,2.91664517631236e-138,0,5.0909834290754e-17,3.55567074058575e-10,8.56527385663039e-26,0.000779024121031797,0.000412351476008165,1.89824987009875e-62,2.56660668474673e-41,2.52626503238355e-115,0.998808325319119,2.84025652665179e-180,2.98728273886343e-07
"60",5.44304292253125e-67,0,2.5350929652831e-262,0,1.17737448838543e-23,8.74122176961734e-33,3.57309359892553e-35,1.03507923216033e-13,0.850250629858923,2.45357472716003e-121,7.40746413167376e-64,6.79664593672513e-170,0.149747361948062,5.6724672061276e-284,2.00819291208404e-06
"61",2.38538095854457e-17,1.97894883626097e-311,6.85741016324972e-232,0,0.0491351729843538,4.29749343672193e-26,1.37274604574964e-57,1.12528598499468e-28,0.95073578234375,4.90062564773975e-156,6.29625937464704e-73,2.35277213701819e-152,0.000129044671895821,6.8129311323146e-176,5.96029973401025e-32
"62",5.26591099016781e-34,0,1.36277357370619e-286,0,1.22405393851167e-07,2.33878713079754e-36,3.29192178958538e-55,3.18529635874899e-27,0.999927586738787,9.39738374453236e-185,2.78120072546578e-83,1.16144147035851e-173,7.22908558191697e-05,8.48247767378079e-229,2.03113047194033e-28
"63",1.43164910580833e-44,0,4.27333393070648e-309,0,4.68646704627328e-11,4.18298810658956e-40,4.1107657796116e-54,1.00338109926657e-28,0.999973729368637,5.06648618534401e-197,4.72697433168667e-87,7.73646954820342e-185,2.62705844982435e-05,7.56389388651187e-260,9.86043688327302e-27
"64",0.000171080505441852,2.17391761275045e-25,0.000500399675189782,5.33691837854123e-83,1.42297044961647e-22,0.00155580360783602,2.87494933139692e-20,8.26680128001618e-10,2.45764188677646e-59,0.997769520085421,3.19529943118671e-06,6.93564689495304e-30,1.09410455681714e-16,3.55266602688229e-31,1.963950134914e-20
"65",2.64168142440628e-42,1.159111879237e-40,9.23978458892223e-41,3.05333856714127e-131,5.71768355514115e-48,1.19404140361767e-17,0.0320303706305735,1.55113638512137e-07,2.26997114453605e-93,0.0802359107294387,0.887507980934626,4.76592788215436e-42,4.67008112397972e-30,2.62971832273345e-121,0.000225582591722825
"66",2.74462815960472e-25,0,1.91256058546809e-247,0,2.98064674681511e-05,1.01863291454199e-30,2.22145124831473e-54,1.3962413001581e-25,0.999627215061547,9.99364212397194e-164,2.01229413209417e-76,2.05919105251907e-162,0.000342978470985323,4.76556291980622e-203,1.50270548133122e-28
"67",2.74646066823086e-14,3.31064738163451e-246,6.8785750627365e-173,0,0.000364917205430853,1.51372958423911e-15,2.582688122218e-45,1.61949051607364e-14,0.9198058640705,1.87904885278409e-102,1.5717306343287e-58,2.03288848998094e-131,0.0798292187240236,1.81874492182403e-150,2.05409013603889e-19
"68",1.08097421390707e-16,4.24287922807627e-310,5.58988994297031e-248,0,0.734961744169062,1.70691062911064e-30,1.7341655226194e-62,5.2600788959791e-32,0.264870512308509,2.49584596417736e-167,4.19119985816783e-76,5.29812438764647e-149,0.000167743522428121,2.35181169889036e-172,1.05865696896697e-39
"69",0.99999890629402,1.90647990579107e-38,1.63033636580483e-07,5.7542063010293e-87,3.33567936790316e-13,3.92603949231024e-10,3.40734512357777e-39,2.10035726297769e-31,3.88400713892908e-45,6.13895577519684e-07,1.5797306036491e-16,1.50349914625664e-29,5.76072967580374e-16,3.1638382794696e-07,4.94928215691481e-41
"70",0.411316554127513,4.02712408708669e-21,0.305114379733529,1.03209197542896e-62,8.30256748859321e-22,4.40150494075979e-05,5.01851315640326e-27,3.34507791166634e-18,9.87591935970853e-65,0.283524462882255,5.88207280046019e-07,6.98684797354584e-24,2.81631015220045e-20,1.56032505076948e-14,7.55507035705139e-29
"71",0.000123572559515177,8.44291259902204e-19,0.0171579286326379,5.48634318450859e-69,1.85455275807724e-26,1.70073500884674e-05,8.6983870709203e-20,2.50079983243949e-11,2.83949563381177e-71,0.982566722492132,0.00013476894061893,1.24852109916897e-26,3.83466765883524e-22,1.72545629805851e-29,2.38479443270964e-21
"72",4.51940486221755e-07,4.68271363234088e-69,2.84482763939729e-26,7.93482703188386e-167,1.66371525778245e-10,0.99970461073801,1.3170204983462e-22,4.49463081304194e-05,3.069688528711e-23,7.0616700317094e-09,2.63274843627612e-16,7.46713146548204e-52,0.000249983785331095,9.16961905132777e-53,4.55421396566619e-17
"73",5.44534010045296e-22,0.0554436131873902,1.26568505100403e-10,0.0882816775925233,4.70275482326792e-58,1.55651486632657e-74,1.20957912703043e-49,1.97203434826364e-90,6.37820310299251e-200,1.82622904193717e-39,1.9976143340842e-17,5.2082758365179e-07,3.53963640029649e-83,0.856274188265934,8.01396536735844e-68
"74",1.22978359123181e-14,1.9343358377472e-64,1.60922307153122e-26,7.24762541464412e-170,1.74599054182838e-15,0.961105289249281,5.30345200950542e-16,0.0388153739402392,1.86692379700758e-28,4.10059217595619e-05,2.78449788792287e-13,2.73820830916102e-52,3.83308882869288e-05,1.00092942505947e-67,1.39969070092806e-13
"75",1.64784588252579e-19,1.37554643046979e-307,3.98008253905954e-244,0,0.00872491541870598,4.73485644283527e-29,3.00728036323022e-56,2.13837871143055e-25,0.989905810869386,9.14109555197119e-163,1.03044990058528e-73,3.22029324404234e-152,0.00136927371190777,1.07819352567757e-184,4.31653159004879e-32
"76",3.7339392444352e-98,3.65991266657257e-55,2.18724192248931e-224,8.96029412848267e-17,8.66506296529051e-138,0,4.13129415318048e-102,0,0,2.38740950562896e-299,4.30636398499984e-57,1,6.64433700830112e-266,4.14224477895345e-61,3.42477197539214e-169
"77",2.54671275963783e-17,1.63274679238204e-110,2.02360391769442e-60,5.38271074221075e-251,1.22579645820831e-11,0.147795264853297,8.77009443557187e-20,0.516123555084315,7.86940967517829e-12,4.61881777350594e-23,3.24981766918794e-23,6.79174969637735e-73,0.33608117996693,5.41423903265732e-95,7.53305000972421e-11
"78",0.00917662901034388,3.49527296106336e-41,5.97872891495024e-09,4.79290900944669e-110,2.02795215390584e-14,0.872450879099909,5.54687182511475e-23,6.59511772156368e-09,7.99904911990779e-39,0.118372477908314,2.69763784857123e-10,1.90658269730042e-37,1.13780158894404e-09,3.47684607834785e-30,2.14158892815734e-21
"79",3.74280880927449e-22,7.24852778689388e-182,1.26647004596391e-122,0,1.84253402897559e-10,5.26959969226749e-07,8.3712970092348e-30,0.000585891128689094,0.000637279318099897,1.15491384473625e-62,6.36621868967996e-41,2.62003915966781e-110,0.998776302383774,4.39089160607217e-139,2.52146847950703e-11
"80",4.77708194867782e-37,1.36187914401558e-132,1.13944037814955e-83,6.99276829694849e-293,1.41474703575141e-18,2.13168025446684e-07,3.25065888610154e-17,0.788645763907356,3.98196209081456e-11,6.559126097333e-27,1.01048246194168e-25,4.09055554704937e-89,0.211315278771582,7.69237116588033e-142,3.87441132174381e-05
"81",1.30749139090179e-18,0,3.04391902685103e-256,0,0.999999845660984,7.7017716999681e-46,9.92501346560295e-81,2.85983376236617e-58,1.54336355228363e-07,1.89983687034499e-178,1.46649362535222e-87,3.23305273502191e-152,2.66122773385579e-12,3.15085801098872e-167,2.25173421921233e-58
"82",1.50877446301774e-33,7.67417478122764e-81,9.21921051049963e-50,1.28010672744701e-208,9.66788488583961e-24,4.29281780125094e-05,8.06246320571377e-11,0.999936629872682,8.3192451064895e-30,7.24279539500341e-07,5.66516913084673e-14,6.45184211245039e-65,9.43073176128336e-06,1.44087001066199e-114,1.02868573234874e-05
"83",0.031728381905119,9.30612106865241e-174,1.03502120163401e-112,0,0.967011527503782,1.73729206436209e-09,1.50110537733719e-50,2.28197420152374e-23,2.35632442915869e-05,2.45216497950323e-66,2.32154944907212e-45,3.87941861878611e-94,0.00123652560951473,4.52309460619437e-81,3.95367918032957e-33
"84",4.78376205889832e-27,4.26753655708413e-12,1.80949390419635e-31,0.988749735841697,9.9481453386124e-64,3.92558319185898e-111,1.27402221606046e-66,2.51805610076029e-130,2.42550162496286e-231,2.95746859464434e-64,5.63206917202862e-29,4.20659980045179e-06,5.52371360019837e-107,0.0112460575542346,2.42749151999198e-88
"85",1.39631270082945e-104,1.27648045722692e-86,6.76419784574698e-274,2.79699417836416e-19,1.40844565881779e-136,0,2.51001177367964e-122,0,0,0,2.11297911844837e-74,1,8.08070323433101e-289,3.35742689321667e-65,4.36433717741145e-193
"86",1.76743719749203e-50,0,3.13987099138248e-309,0,2.13393598434605e-13,2.56113586265323e-40,8.34302431734134e-52,1.0837946750818e-30,0.999999422026756,5.73238344064078e-196,2.41887378285842e-85,1.85749822766033e-190,5.77973030189479e-07,5.45078911204789e-281,2.94342666715389e-26
"87",4.4217565030948e-21,2.86033641657751e-11,1.75867497927997e-25,0.347886789340182,1.59974956126678e-56,8.31601941704321e-99,9.15979907133384e-66,3.60856662056603e-120,6.93439782760202e-207,3.67225245301885e-53,3.93368123307569e-28,8.0819278251314e-06,1.9304295132281e-95,0.65210512870339,1.00079147836192e-84
"88",2.75272380941178e-07,7.41167570567728e-05,0.999655740230501,1.39590183013139e-21,2.0448296383424e-37,1.11637197470852e-26,6.74803775122466e-36,4.43565884026944e-42,1.62215412659397e-114,2.55313682865362e-08,4.06231156515236e-09,2.29075815348041e-11,2.70077057513671e-43,0.000269838123473535,1.29501440430627e-43
"89",4.75505771263757e-07,2.39665378822755e-06,0.94065782326266,1.7375293144736e-40,3.42261661463696e-36,6.52041804691107e-16,6.22166063460769e-21,1.64751073938554e-20,1.39435180403917e-103,0.0473041990920208,0.0120351054857595,3.21784145071384e-17,1.77963113230204e-35,6.89948187652204e-22,1.48647330856864e-25
