"","x"
"291",13
"292",11
"293",12
"294",3
"295",7
"296",6
"297",1
"298",3
"299",4
"300",14
"301",12
"302",11
"303",14
"304",2
"305",13
"306",7
"307",5
"308",11
"309",1
"310",12
"311",1
"312",5
"313",7
"314",14
"315",1
"316",5
"317",1
"318",13
"319",5
"320",14
"321",5
"322",5
"323",7
"324",13
"325",13
"326",8
"327",8
"328",3
"329",11
"330",8
"331",5
"332",12
"333",11
"334",14
"335",7
"336",1
"337",13
"338",7
"339",10
"340",13
"341",13
"342",1
"343",7
"344",9
"345",12
"346",8
"347",8
"348",1
"349",13
"350",3
"351",7
"352",7
"353",6
"354",13
"355",7
"356",12
"357",11
"358",14
"359",11
"360",13
"361",12
"362",11
"363",12
"364",1
"365",13
"366",5
"367",1
"368",9
"369",4
"370",9
"371",12
"372",13
"373",12
"374",1
"375",7
"376",13
"377",7
"378",1
"379",7
"380",9
"381",11
"382",9
"383",14
"384",10
"385",3
"386",4
"387",7
"388",10
"389",6
"390",11
"391",1
"392",11
"393",10
"394",9
"395",11
"396",11
"397",5
"398",13
"399",11
"400",1
"401",1
"402",11
"403",9
"404",1
"405",5
"406",3
"407",13
"408",5
"409",7
"410",4
"411",3
"412",13
"413",7
"414",7
"415",7
"416",5
"417",5
"418",14
"419",7
"420",12
"421",12
"422",12
"423",11
"424",1
"425",14
"426",12
"427",13
"428",5
"429",14
"430",3
"431",12
"432",5
"433",7
"434",13
"435",8
"436",12
"437",5
"438",6
"439",1
"440",1
"441",7
"442",12
"443",8
"444",14
"445",12
"446",7
"447",2
"448",13
"449",13
"450",12
"451",9
"452",12
"453",14
"454",14
"455",11
"456",11
"457",11
"458",7
"459",9
"460",1
"461",5
"462",1
"463",5
"464",13
"465",9
"466",9
"467",9
"468",6
"469",8
"470",11
"471",9
"472",12
"473",10
"474",9
"475",10
"476",5
"477",14
"478",3
"479",9
"480",14
"481",11
"482",6
"483",11
"484",13
"485",8
"486",1
"487",13
"488",13
"489",9
"490",5
"491",1
"492",2
"493",7
"494",10
"495",11
"496",5
"497",13
"498",12
"499",9
"500",5
"501",12
"502",13
"503",7
"504",13
"505",5
"506",3
"507",13
"508",14
"509",7
"510",4
"511",12
"512",10
"513",7
"514",3
"515",13
"516",11
"517",13
"518",10
"519",14
"520",5
"521",11
"522",14
"523",5
"524",7
"525",5
"526",13
"527",11
"528",14
"529",14
"530",5
"531",12
"532",1
"533",12
"534",14
"535",11
"536",12
"537",13
"538",1
"539",12
"540",10
"541",11
"542",11
"543",7
"544",14
"545",5
"546",13
"547",14
"548",9
"549",13
"550",1
"551",11
"552",13
"553",3
"554",2
"555",9
"556",3
"557",7
"558",14
"559",5
"560",13
"561",7
"562",13
"563",7
"564",8
"565",10
"566",2
"567",9
"568",12
"569",14
"570",7
"571",12
"572",11
"573",11
"574",3
"575",7
"576",4
"577",13
"578",5
"579",3
"580",13
"581",8
"582",11
"583",14
"584",12
"585",5
"586",14
"587",14
"588",10
"589",12
"590",12
"591",11
"592",13
"593",12
"594",14
"595",6
"596",7
"597",9
"598",6
"599",3
"600",3
"601",14
"602",12
"603",7
"604",13
"605",5
"606",13
"607",9
"608",10
"609",14
"610",7
"611",2
"612",1
"613",7
"614",9
"615",7
"616",8
"617",14
"618",13
"619",11
"620",1
"621",11
"622",11
"623",13
"624",12
"625",14
"626",14
"627",14
"628",1
"629",13
"630",6
"631",14
"632",12
"633",11
"634",12
"635",12
"636",14
"637",13
"638",13
"639",5
"640",11
"641",13
"642",12
"643",8
"644",14
"645",14
"646",5
"647",6
"648",13
"649",2
"650",12
"651",12
"652",1
"653",14
"654",7
"655",10
"656",1
"657",10
"658",5
"659",9
"660",8
"661",2
"662",13
"663",13
"664",13
"665",5
"666",9
"667",14
"668",14
"669",13
"670",12
"671",12
"672",12
"673",1
"674",14
"675",13
"676",9
"677",8
"678",1
"679",10
"680",12
"681",14
"682",13
"683",11
"684",1
"685",5
"686",9
"687",13
"688",7
"689",13
"690",13
"691",13
"692",1
"693",2
"694",11
"695",12
"696",1
"697",12
"698",2
"699",2
"700",14
"701",12
"702",11
"703",9
"704",13
"705",5
"706",5
"707",7
"708",9
"709",1
"710",1
"711",11
"712",9
"713",5
"714",5
"715",13
"716",12
"717",5
"718",5
"719",11
"720",9
"721",10
"722",8
"723",9
"724",1
"725",3
"726",11
"727",11
"728",12
"729",11
"730",9
"731",1
"732",1
"733",2
"734",9
"735",9
"736",13
"737",8
"738",12
"739",9
"740",14
"741",5
"742",2
"743",7
"744",12
"745",7
"746",13
"747",13
"748",13
"749",13
"750",13
"751",9
"752",12
"753",7
"754",11
"755",13
"756",14
"757",14
"758",13
"759",13
"760",11
"761",13
"762",13
"763",9
"764",8
"765",8
"766",14
"767",3
"768",2
"769",5
"770",14
"771",5
"772",5
"773",12
"774",12
"775",9
"776",3
"777",12
"778",12
"779",5
"780",14
"781",6
"782",10
"783",5
"784",1
"785",14
"786",10
"787",13
"788",13
"789",6
"790",13
"791",8
"792",12
"793",5
"794",1
"795",14
"796",10
"797",13
"798",4
"799",1
"800",9
"801",11
"802",11
"803",14
"804",14
"805",6
"806",10
"807",1
"808",14
"809",13
"810",14
"811",7
"812",12
"813",5
"814",5
"815",14
"816",14
"817",9
"818",14
"819",10
"820",11
"821",5
"822",14
"823",11
"824",14
"825",13
"826",4
"827",3
"828",7
"829",12
"830",3
"831",8
"832",4
"833",9
"834",1
"835",6
"836",13
"837",7
"838",5
"839",1
"840",13
"841",7
"842",3
"843",3
"844",1
"845",12
"846",2
"847",11
"848",8
"849",13
"850",1
"851",10
"852",5
"853",14
"854",1
"855",2
"856",8
"857",12
"858",13
"859",13
"860",13
"861",13
"862",11
"863",5
"864",11
"865",13
"866",1
"867",12
"868",14
"869",12
"870",11
"871",8
"872",5
"873",3
"874",14
"875",9
"876",3
"877",5
"878",3
"879",9
"880",3
"881",13
"882",5
"883",7
"884",9
"885",14
"886",8
"887",1
"888",7
"889",9
"890",10
"891",9
"892",9
"893",7
"894",5
"895",11
"896",11
"897",8
"898",5
"899",3
"900",12
"901",1
"902",9
"903",11
"904",7
"905",8
"906",13
"907",8
"908",5
"909",5
"910",11
"911",10
"912",14
"913",13
"914",12
"915",13
"916",3
"917",13
"918",7
"919",14
"920",10
"921",9
"922",14
"923",12
"924",8
"925",5
"926",1
"927",5
"928",4
"929",2
"930",7
"931",13
"932",5
"933",5
"934",11
"935",2
"936",11
"937",5
"938",5
"939",11
"940",5
"941",3
"942",6
"943",8
"944",12
"945",11
"946",13
"947",1
"948",1
"949",13
"950",1
"951",1
"952",11
"953",12
"954",1
"955",14
"956",12
"957",14
"958",9
"959",1
"960",13
"961",8
"962",3
"963",10
"964",12
"965",14
"966",9
"967",10
"968",14
"969",11
"970",1
"971",1
"972",5
"973",2
"974",13
"975",12
"976",13
"977",9
"978",14
"979",12
"980",4
"981",2
"982",9
"983",9
"984",10
"985",12
"986",14
"987",13
"988",11
"989",1
"990",13
"991",8
"992",11
"993",10
"994",5
"995",2
"996",14
"997",3
"998",2
"999",14
"1000",12
"1001",14
"1002",13
"1003",5
"1004",14
"1005",11
"1006",6
"1007",14
"1008",8
"1009",13
"1010",14
"1011",8
"1012",10
"1013",12
"1014",13
"1015",8
"1016",7
"1017",10
"1018",2
"1019",13
"1020",11
"1021",1
"1022",9
"1023",14
"1024",12
"1025",11
"1026",11
"1027",13
"1028",12
"1029",12
"1030",3
"1031",9
"1032",9
"1033",13
"1034",7
"1035",13
"1036",7
"1037",12
"1038",14
"1039",8
"1040",1
"1041",14
"1042",13
"1043",9
"1044",13
"1045",3
"1046",8
"1047",13
"1048",8
"1049",1
"1050",10
"1051",2
"1052",11
"1053",10
"1054",13
"1055",9
"1056",14
"1057",14
"1058",12
"1059",13
"1060",1
"1061",7
"1062",5
"1063",13
"1064",7
"1065",12
"1066",11
"1067",14
"1068",13
"1069",12
"1070",1
"1071",12
"1072",13
"1073",6
"1074",13
"1075",13
"1076",14
"1077",9
"1078",3
"1079",12
"1080",14
"1081",6
"1082",3
"1083",10
"1084",5
"1085",9
"1086",12
"1087",12
"1088",14
"1089",7
"1090",13
"1091",2
"1092",1
"1093",14
"1094",14
"1095",12
"1096",13
"1097",14
"1098",11
"1099",14
"1100",13
"1101",3
"1102",14
"1103",14
"1104",8
"1105",9
"1106",9
"1107",9
"1108",3
"1109",1
"1110",14
"1111",14
"1112",13
"1113",13
"1114",9
"1115",9
"1116",3
"1117",12
"1118",5
"1119",13
"1120",3
"1121",11
"1122",14
"1123",2
"1124",3
"1125",5
"1126",11
"1127",12
"1128",12
"1129",3
"1130",13
"1131",14
"1132",5
"1133",7
"1134",12
"1135",10
"1136",1
"1137",7
"1138",3
"1139",10
"1140",11
"1141",12
"1142",5
"1143",13
"1144",1
"1145",13
"1146",12
"1147",13
"1148",8
"1149",10
"1150",9
"1151",9
"1152",13
"1153",13
"1154",5
"1155",9
"1156",14
"1157",11
"1158",12
"1159",7
"1160",10
"1161",14
"1162",12
"1163",4
"1164",3
"1165",11
"1166",5
"1167",7
"1168",5
"1169",13
"1170",13
"1171",5
"1172",13
"1173",14
"1174",5
"1175",5
"1176",12
"1177",9
"1178",7
"1179",7
"1180",5
"1181",7
"1182",13
"1183",7
"1184",5
"1185",11
"1186",9
"1187",2
"1188",14
"1189",12
"1190",11
"1191",3
"1192",12
"1193",12
"1194",13
"1195",11
"1196",12
"1197",14
"1198",2
"1199",11
"1200",5
"1201",7
"1202",13
"1203",3
"1204",11
"1205",7
"1206",1
"1207",5
"1208",14
"1209",1
"1210",14
"1211",3
"1212",3
"1213",8
"1214",5
"1215",12
"1216",11
"1217",13
"1218",1
"1219",3
"1220",8
"1221",12
"1222",14
"1223",5
"1224",9
"1225",13
"1226",11
"1227",12
"1228",1
"1229",13
"1230",13
"1231",1
"1232",13
"1233",10
"1234",13
"1235",13
"1236",13
"1237",11
"1238",5
"1239",11
"1240",14
"1241",9
"1242",4
"1243",6
"1244",12
"1245",8
"1246",7
"1247",13
"1248",12
"1249",13
"1250",5
"1251",9
"1252",12
"1253",13
"1254",9
"1255",3
"1256",10
"1257",14
"1258",11
"1259",1
"1260",5
"1261",5
"1262",14
"1263",14
"1264",4
"1265",13
"1266",13
"1267",12
"1268",14
"1269",9
"1270",7
"1271",9
"1272",6
"1273",5
"1274",5
"1275",7
"1276",2
"1277",1
"1278",1
"1279",5
"1280",11
"1281",12
"1282",13
"1283",1
"1284",5
"1285",8
"1286",5
"1287",14
"1288",11
"1289",4
"1290",6
"1291",13
"1292",14
"1293",2
"1294",14
"1295",3
"1296",7
"1297",11
"1298",2
"1299",13
"1300",1
"1301",11
"1302",12
"1303",7
"1304",14
"1305",9
"1306",7
"1307",11
"1308",2
"1309",13
"1310",13
"1311",10
"1312",13
"1313",8
"1314",1
"1315",6
"1316",1
"1317",14
"1318",7
"1319",14
"1320",1
"1321",13
"1322",12
"1323",14
"1324",12
"1325",9
"1326",2
"1327",11
"1328",8
"1329",1
"1330",1
"1331",7
"1332",14
"1333",5
"1334",14
"1335",4
"1336",2
"1337",2
"1338",2
"1339",7
"1340",9
"1341",12
"1342",14
"1343",8
"1344",8
"1345",1
"1346",5
"1347",2
"1348",5
"1349",12
"1350",12
"1351",12
"1352",14
"1353",11
"1354",13
"1355",11
"1356",9
"1357",13
"1358",13
"1359",5
"1360",11
"1361",9
"1362",8
"1363",11
"1364",14
"1365",1
"1366",3
"1367",12
"1368",6
"1369",14
"1370",12
"1371",5
"1372",11
"1373",11
"1374",5
"1375",7
"1376",5
"1377",2
"1378",8
"1379",11
"1380",14
"1381",9
"1382",13
"1383",13
"1384",8
"1385",12
"1386",10
"1387",3
"1388",7
"1389",1
"1390",7
"1391",5
"1392",14
"1393",11
"1394",12
"1395",9
"1396",9
"1397",14
"1398",13
"1399",13
"1400",10
"1401",2
"1402",9
"1403",5
"1404",7
"1405",14
"1406",3
"1407",11
"1408",6
"1409",2
"1410",12
"1411",7
"1412",14
"1413",9
"1414",6
"1415",9
"1416",1
"1417",14
"1418",10
"1419",1
"1420",13
"1421",8
"1422",14
"1423",14
"1424",5
"1425",8
"1426",7
"1427",11
"1428",14
"1429",9
"1430",2
"1431",1
"1432",1
"1433",7
"1434",13
"1435",12
"1436",9
"1437",5
"1438",5
"1439",3
"1440",12
"1441",1
"1442",1
"1443",7
"1444",12
"1445",12
"1446",13
"1447",1
"1448",11
"1449",9
"1450",5
"1451",1
"1452",11
"1453",10
"1454",1
"1455",5
"1456",5
"1457",10
"1458",5
"1459",7
"1460",9
"1461",5
"1462",8
"1463",10
"1464",13
"1465",1
"1466",8
"1467",5
"1468",2
"1469",13
"1470",7
"1471",13
"1472",13
"1473",1
"1474",5
"1475",5
"1476",11
"1477",12
"1478",12
"1479",8
"1480",14
"1481",14
"1482",14
"1483",5
"1484",11
"1485",4
"1486",13
"1487",13
"1488",11
"1489",3
"1490",1
"1491",8
"1492",2
"1493",12
"1494",5
"1495",12
"1496",4
"1497",7
"1498",7
"1499",14
"1500",5
"1501",7
"1502",3
"1503",9
"1504",1
"1505",11
"1506",9
"1507",11
"1508",7
"1509",12
"1510",7
"1511",13
"1512",5
"1513",12
"1514",7
"1515",7
"1516",2
"1517",7
"1518",1
"1519",5
"1520",9
"1521",2
"1522",14
"1523",4
"1524",6
"1525",11
"1526",4
"1527",12
"1528",10
"1529",14
"1530",14
"1531",9
"1532",1
"1533",1
"1534",3
"1535",11
"1536",12
"1537",1
"1538",7
"1539",8
"1540",13
"1541",13
"1542",11
"1543",11
"1544",7
"1545",5
"1546",7
"1547",5
"1548",14
"1549",13
"1550",13
"1551",11
"1552",14
"1553",1
"1554",7
"1555",13
"1556",9
"1557",7
"1558",1
"1559",8
"1560",5
"1561",9
"1562",13
"1563",7
"1564",11
"1565",3
"1566",7
"1567",5
"1568",11
"1569",14
"1570",1
"1571",14
"1572",5
"1573",13
"1574",7
"1575",13
"1576",3
"1577",10
"1578",12
"1579",3
"1580",1
"1581",2
"1582",5
"1583",14
"1584",11
"1585",13
"1586",8
"1587",14
"1588",12
"1589",1
"1590",12
"1591",5
"1592",11
"1593",4
"1594",7
"1595",5
"1596",13
"1597",10
"1598",5
"1599",3
"1600",7
"1601",1
"1602",10
"1603",9
"1604",13
"1605",7
"1606",12
"1607",5
"1608",7
"1609",7
"1610",5
"1611",1
"1612",13
"1613",12
"1614",6
"1615",1
"1616",1
"1617",9
"1618",13
"1619",7
"1620",12
"1621",12
"1622",13
"1623",10
"1624",1
"1625",13
"1626",5
"1627",14
"1628",9
"1629",14
"1630",2
"1631",3
"1632",2
"1633",11
"1634",2
"1635",14
"1636",11
"1637",3
"1638",12
"1639",12
"1640",12
"1641",11
"1642",7
"1643",3
"1644",1
"1645",1
"1646",11
"1647",3
"1648",7
"1649",2
"1650",13
"1651",12
"1652",7
"1653",11
"1654",1
"1655",1
"1656",9
"1657",5
"1658",7
"1659",10
"1660",14
"1661",14
"1662",8
"1663",13
"1664",5
"1665",12
"1666",2
"1667",2
"1668",12
"1669",9
"1670",12
"1671",9
"1672",1
"1673",13
"1674",1
"1675",1
"1676",9
"1677",7
"1678",9
"1679",13
"1680",1
"1681",7
"1682",3
"1683",11
"1684",10
"1685",7
"1686",7
"1687",7
"1688",1
"1689",13
"1690",14
"1691",5
"1692",14
"1693",14
"1694",2
"1695",12
"1696",11
"1697",12
"1698",4
"1699",3
"1700",7
"1701",9
"1702",13
"1703",11
"1704",8
"1705",2
"1706",9
"1707",8
"1708",7
"1709",11
"1710",13
"1711",9
"1712",1
"1713",12
"1714",9
"1715",5
"1716",9
"1717",14
"1718",11
"1719",12
"1720",7
"1721",7
"1722",2
"1723",1
"1724",11
"1725",12
"1726",7
"1727",11
"1728",2
"1729",9
"1730",1
"1731",12
"1732",5
"1733",13
"1734",8
"1735",7
"1736",11
"1737",1
"1738",1
"1739",1
"1740",12
"1741",13
"1742",12
"1743",14
"1744",12
"1745",10
"1746",14
"1747",12
"1748",5
"1749",13
"1750",8
"1751",5
"1752",5
"1753",12
"1754",11
"1755",13
"1756",9
"1757",13
"1758",7
"1759",13
"1760",4
"1761",4
"1762",5
"1763",13
"1764",12
"1765",13
"1766",10
"1767",12
"1768",13
"1769",5
"1770",14
"1771",14
"1772",3
"1773",12
"1774",1
"1775",12
"1776",9
"1777",13
"1778",5
"1779",11
"1780",13
"1781",8
"1782",11
"1783",2
"1784",13
"1785",7
"1786",4
"1787",14
"1788",11
"1789",14
"1790",10
"1791",7
"1792",14
"1793",13
"1794",7
"1795",8
"1796",11
"1797",12
"1798",9
"1799",12
"1800",4
"1801",9
"1802",3
"1803",14
"1804",9
"1805",14
"1806",14
"1807",10
"1808",9
"1809",8
"1810",14
"1811",9
"1812",13
"1813",5
"1814",7
"1815",13
"1816",14
"1817",13
"1818",7
"1819",5
"1820",1
"1821",14
"1822",14
"1823",10
"1824",12
"1825",8
"1826",5
"1827",2
"1828",4
"1829",10
"1830",7
"1831",2
"1832",9
"1833",14
"1834",14
"1835",14
"1836",3
"1837",13
"1838",5
"1839",11
"1840",13
"1841",13
"1842",6
"1843",14
"1844",5
"1845",10
"1846",10
"1847",12
"1848",4
"1849",7
"1850",5
"1851",7
"1852",5
"1853",1
"1854",4
"1855",3
"1856",9
"1857",2
"1858",11
"1859",10
"1860",6
"1861",11
"1862",1
"1863",5
"1864",7
"1865",12
"1866",13
"1867",14
"1868",7
"1869",1
"1870",5
"1871",10
"1872",13
"1873",1
"1874",1
"1875",1
"1876",11
"1877",2
"1878",13
"1879",7
"1880",5
"1881",7
"1882",1
"1883",7
"1884",8
"1885",14
"1886",14
"1887",1
"1888",9
"1889",14
"1890",10
"1891",13
"1892",11
"1893",9
"1894",13
"1895",1
"1896",13
"1897",11
"1898",5
"1899",5
"1900",9
"1901",7
"1902",7
"1903",5
"1904",7
"1905",7
"1906",7
"1907",8
"1908",14
"1909",11
"1910",12
"1911",14
"1912",10
"1913",8
"1914",5
"1915",2
"1916",7
"1917",1
"1918",9
"1919",5
"1920",1
"1921",11
"1922",11
"1923",9
"1924",9
"1925",11
"1926",8
"1927",8
"1928",4
"1929",8
"1930",14
"1931",5
"1932",1
"1933",4
"1934",12
"1935",4
"1936",1
"1937",9
"1938",11
"1939",11
"1940",9
"1941",13
"1942",7
"1943",5
"1944",1
"1945",14
"1946",1
"1947",14
"1948",9
"1949",11
"1950",1
"1951",12
"1952",2
"1953",14
"1954",9
"1955",10
"1956",12
"1957",9
"1958",5
"1959",1
"1960",7
"1961",9
"1962",1
"1963",4
"1964",14
"1965",8
"1966",9
"1967",14
"1968",1
"1969",6
"1970",14
"1971",11
"1972",1
"1973",14
"1974",11
"1975",13
"1976",13
"1977",11
"1978",5
"1979",12
"1980",9
"1981",9
"1982",13
"1983",2
"1984",5
"1985",12
"1986",11
"1987",14
"1988",14
"1989",11
"1990",8
"1991",4
"1992",14
"1993",7
"1994",1
"1995",9
"1996",5
"1997",7
"1998",7
"1999",1
"2000",11
"2001",11
"2002",1
"2003",14
"2004",11
"2005",13
"2006",13
"2007",9
"2008",14
"2009",13
"2010",13
"2011",9
"2012",6
"2013",11
"2014",10
"2015",11
"2016",3
"2017",9
"2018",2
"2019",10
"2020",1
"2021",14
"2022",14
"2023",7
"2024",11
"2025",12
"2026",11
"2027",5
"2028",8
"2029",13
"2030",12
"2031",13
"2032",13
"2033",13
"2034",7
"2035",7
"2036",7
"2037",3
"2038",9
"2039",13
"2040",12
"2041",8
"2042",9
"2043",10
"2044",5
"2045",5
"2046",1
"2047",13
"2048",14
"2049",10
"2050",7
"2051",11
"2052",14
"2053",14
"2054",8
"2055",8
"2056",12
"2057",5
"2058",5
"2059",3
"2060",10
"2061",5
"2062",5
"2063",2
"2064",10
"2065",11
"2066",11
"2067",5
"2068",6
"2069",5
"2070",12
"2071",5
"2072",13
"2073",11
"2074",11
"2075",12
"2076",14
"2077",13
"2078",1
"2079",13
"2080",14
"2081",9
"2082",12
"2083",4
"2084",5
"2085",2
"2086",10
"2087",11
"2088",6
"2089",12
"2090",14
"2091",7
"2092",13
"2093",2
"2094",7
"2095",7
"2096",11
"2097",1
"2098",1
"2099",1
"2100",12
"2101",12
"2102",5
"2103",13
"2104",14
"2105",14
"2106",11
"2107",3
"2108",14
"2109",7
"2110",14
"2111",13
"2112",8
"2113",11
"2114",9
"2115",5
"2116",8
"2117",4
"2118",1
"2119",9
"2120",13
"2121",12
"2122",14
"2123",14
"2124",11
"2125",6
"2126",11
"2127",14
"2128",3
"2129",4
"2130",14
"2131",11
"2132",14
"2133",5
"2134",7
"2135",11
"2136",14
"2137",9
"2138",2
"2139",5
"2140",3
"2141",13
"2142",9
"2143",5
"2144",14
"2145",7
"2146",7
"2147",7
"2148",1
"2149",5
"2150",10
"2151",11
"2152",1
"2153",5
"2154",5
"2155",1
"2156",3
"2157",13
"2158",1
"2159",2
"2160",9
"2161",5
"2162",1
"2163",7
"2164",2
"2165",10
"2166",13
"2167",11
"2168",9
"2169",1
"2170",13
"2171",8
"2172",1
"2173",5
"2174",1
"2175",10
"2176",7
"2177",6
"2178",2
"2179",7
"2180",14
"2181",1
"2182",1
"2183",9
"2184",12
"2185",14
"2186",14
"2187",12
"2188",12
"2189",13
"2190",7
"2191",9
"2192",3
"2193",2
"2194",6
"2195",11
"2196",11
"2197",14
"2198",7
"2199",14
"2200",11
"2201",7
"2202",13
"2203",13
"2204",11
"2205",7
"2206",11
"2207",5
"2208",3
"2209",11
"2210",8
"2211",12
"2212",7
"2213",13
"2214",13
"2215",12
"2216",12
"2217",11
"2218",3
"2219",7
"2220",7
"2221",9
"2222",5
"2223",11
"2224",1
"2225",5
"2226",9
"2227",14
"2228",11
"2229",14
"2230",14
"2231",1
"2232",7
"2233",7
"2234",5
"2235",12
"2236",14
"2237",10
"2238",12
"2239",3
"2240",1
"2241",13
"2242",4
"2243",13
"2244",11
"2245",3
"2246",7
"2247",14
"2248",1
"2249",5
"2250",14
"2251",11
"2252",11
"2253",5
"2254",14
"2255",13
"2256",4
"2257",11
"2258",8
"2259",2
"2260",1
"2261",10
"2262",10
"2263",7
"2264",1
"2265",7
"2266",5
"2267",13
"2268",14
"2269",14
"2270",14
"2271",14
"2272",13
"2273",1
"2274",9
"2275",9
"2276",14
"2277",8
"2278",10
"2279",13
"2280",5
"2281",2
"2282",1
"2283",11
"2284",7
"2285",13
"2286",4
"2287",2
"2288",1
"2289",11
"2290",1
"2291",5
"2292",6
"2293",9
"2294",3
"2295",14
"2296",7
"2297",1
"2298",13
"2299",13
"2300",4
"2301",12
"2302",7
"2303",11
"2304",11
"2305",13
"2306",1
"2307",2
"2308",5
"2309",14
"2310",1
"2311",5
"2312",10
"2313",13
"2314",1
"2315",2
"2316",13
"2317",9
"2318",14
"2319",5
"2320",8
"2321",8
"2322",7
"2323",1
"2324",1
"2325",9
"2326",11
"2327",1
"2328",13
"2329",14
"2330",4
"2331",1
"2332",11
"2333",5
"2334",11
"2335",10
"2336",7
"2337",13
"2338",13
"2339",11
"2340",7
"2341",11
"2342",8
"2343",1
"2344",14
"2345",11
"2346",9
"2347",7
"2348",8
"2349",5
"2350",12
"2351",11
"2352",1
"2353",5
"2354",3
"2355",5
"2356",13
"2357",1
"2358",4
"2359",1
"2360",3
"2361",11
"2362",11
"2363",8
"2364",11
"2365",7
"2366",1
"2367",13
"2368",13
"2369",6
"2370",2
"2371",14
"2372",7
"2373",9
"2374",8
"2375",9
"2376",1
"2377",3
"2378",14
"2379",13
"2380",11
"2381",9
"2382",14
"2383",10
"2384",1
"2385",12
"2386",13
"2387",8
"2388",10
"2389",11
"2390",5
"2391",7
"2392",12
"2393",5
"2394",9
"2395",7
"2396",13
"2397",12
"2398",14
"2399",2
"2400",10
"2401",7
"2402",13
"2403",13
"2404",11
"2405",14
"2406",5
"2407",7
"2408",9
"2409",14
"2410",5
"2411",1
"2412",8
"2413",14
"2414",14
"2415",1
"2416",5
"2417",2
"2418",12
"2419",3
"2420",1
"2421",12
"2422",11
"2423",3
"2424",14
"2425",12
"2426",2
"2427",7
"2428",6
"2429",7
"2430",3
"2431",9
"2432",9
"2433",11
"2434",9
"2435",11
"2436",13
"2437",14
"2438",7
"2439",9
"2440",14
"2441",9
"2442",7
"2443",14
"2444",5
"2445",5
"2446",11
"2447",11
"2448",11
"2449",3
"2450",7
"2451",11
"2452",10
"2453",7
"2454",9
"2455",7
"2456",7
"2457",1
"2458",6
"2459",13
"2460",5
"2461",5
"2462",1
"2463",13
"2464",7
"2465",1
"2466",11
"2467",3
"2468",5
"2469",5
"2470",11
"2471",7
"2472",7
"2473",1
"2474",11
"2475",2
"2476",3
"2477",14
"2478",1
"2479",5
"2480",3
"2481",13
"2482",14
"2483",3
"2484",13
"2485",10
"2486",11
"2487",14
"2488",14
"2489",13
"2490",8
"2491",2
"2492",9
"2493",8
"2494",2
"2495",5
"2496",1
"2497",5
"2498",5
